legacy_scope,comment_id,true_label,v2_predicted_label,v2_covered,v2_final_eval_label,v2_confidence,v2_prob_negative,v2_prob_neutral,v2_prob_positive,brand_or_video_context,comment_text_original
LEGACY_DIAGNOSTIC_TEST_ALREADY_OPENED,7421523816255390469,Positive,Neutral,True,Neutral,0.4979893190506376,0.35481463338358027,0.4979893190506376,0.14719604756578225,Daviena,Aslinyaa udh keliatan
LEGACY_DIAGNOSTIC_TEST_ALREADY_OPENED,7421538820863230726,Positive,Neutral,True,Neutral,0.4942019918922229,0.4516235540011986,0.4942019918922229,0.05417445410657856,Daviena,untung ada doktif
LEGACY_DIAGNOSTIC_TEST_ALREADY_OPENED,7421793210886980358,Positive,Negative,True,Negative,0.6089616593715199,0.6089616593715199,0.2704101837655008,0.1206281568629792,Daviena,dpkiran q malah pen beli hansui murah meriah muntah ok la untuk hrga sgtu
LEGACY_DIAGNOSTIC_TEST_ALREADY_OPENED,7422942681682150150,Positive,Neutral,True,Neutral,0.5810823815229433,0.23539698123631364,0.5810823815229433,0.18352063724074297,Daviena,Viva the best pokoknya ..
LEGACY_DIAGNOSTIC_TEST_ALREADY_OPENED,7428607482233586438,Positive,Neutral,True,Neutral,0.5625168895219276,0.1372028213413731,0.5625168895219276,0.30028028913669924,Maryame,"spill isi lemarinya dok, knp bajunya lucu"" smua🥲"
LEGACY_DIAGNOSTIC_TEST_ALREADY_OPENED,7432513948941992725,Positive,Negative,True,Negative,0.46980103214795366,0.46980103214795366,0.38877384549675775,0.14142512235528848,Daviena,"ada yang mau gantiin retinol daviena ada 2pcs (new segelan) dan moisturizer pink daviena?
kalo mau langsung chat aja ya, pengiriman dari jawa timur"
LEGACY_DIAGNOSTIC_TEST_ALREADY_OPENED,7432674675672597266,Positive,Neutral,True,Neutral,0.5941325748219367,0.15695807655116073,0.5941325748219367,0.24890934862690256,Maryame,"dok bajunya lucu2,rapi lagi"
LEGACY_DIAGNOSTIC_TEST_ALREADY_OPENED,7432718272920945429,Positive,Neutral,True,Neutral,0.807622442016892,0.11013196303185693,0.807622442016892,0.08224559495125117,Maryame,seht sll dok
LEGACY_DIAGNOSTIC_TEST_ALREADY_OPENED,7468994546623136519,Positive,Neutral,True,Neutral,0.7305065742139133,0.08800390481783232,0.7305065742139133,0.18148952096825446,Maryame,cek keranjang kuning aku kaka😍
LEGACY_DIAGNOSTIC_TEST_ALREADY_OPENED,7478137477548000005,Positive,Neutral,True,Neutral,0.7645369108992063,0.1323814619680799,0.7645369108992063,0.10308162713271361,Daviena,ka mau retinol daviena? dm aja bisa nego
LEGACY_DIAGNOSTIC_TEST_ALREADY_OPENED,7517503547082081032,Positive,Negative,True,Negative,0.6608029433247384,0.6608029433247384,0.16665176721052521,0.1725452894647364,Maryame,"ada yang mau gantiin maryame punyaku?
pemakaian baru 3 hari day cream sama night cream. ku jual murah"
LEGACY_DIAGNOSTIC_TEST_ALREADY_OPENED,7532684680768799505,Positive,Negative,True,Negative,0.5337882151644345,0.5337882151644345,0.39780964415429526,0.06840214068127029,Maryame,"kalau sepaket bisa habis dlm sebulan atau 2 bulan, ku rasa bisalah di beli sisihin dri uang gaji😁"
LEGACY_DIAGNOSTIC_TEST_ALREADY_OPENED,7574301625432097544,Positive,Negative,True,Negative,0.5088567294882224,0.5088567294882224,0.3872890125975141,0.10385425791426367,Maryame,@Aulwiyah:ada yg mau bayariin day cream acne maryame ga soalnya mau ganti
LEGACY_DIAGNOSTIC_TEST_ALREADY_OPENED,7588115397358912264,Positive,Negative,True,Negative,0.6287547784240115,0.6287547784240115,0.3021320597752278,0.06911316180076078,Maryame,"mau gk kak? krim malam nya aja beli 150rb an... kujual 100rb aja deh, belum dibuka masih segel an"
LEGACY_DIAGNOSTIC_TEST_ALREADY_OPENED,7596249466358809352,Positive,Neutral,True,Neutral,0.5555564859636412,0.17295036260625832,0.5555564859636412,0.27149315143010055,Daviena,kak galih terimakasih supportnya
LEGACY_DIAGNOSTIC_TEST_ALREADY_OPENED,7596259820907987730,Positive,Negative,True,Negative,0.654910991588295,0.654910991588295,0.1382290698550764,0.20685993855662857,Daviena,kami percaya kok kak😭😭
