comment_id,comment_text_original,video_id,brand_or_video_context,human_label,sentiment_target,complaint_scope,source_version,sample_role_original,sample_role_final,human_label_source,annotator_agreement_status,adjudication_status,is_synthetic,is_locked_test_v2,is_locked_test_v2_observational,included_in_training,exclusion_reason,username,username_norm,video_id_dataset,product_category,comment_type,timestamp,text_dataset,is_hcc,question,emoji,negation,slang,code_mixing,very_short,mixed_sentiment,text_minimal_raw,text_social_normalized
7586874216371094280,"Dulu pake mantan krim abal2 ci ternyata ada kandungan steroidnya lepas dari itu kena dermatitis.. trus ganti pake skincare paketan BPOM sembuh tpi jerawat on off trus...
lalu sekarang pake resep dari cici.. ampul pink-minimalis dan sooting krim...tpi kalo di pakein bedak tabur susah nempelnya🤣",7586827398084136200,azarine_retinol,Uncertain,,,V1,development,development_v1,sentiment_human_annotation_validated.csv,agreement,adjudicated,False,False,False,False,non_evaluable_sentiment_label,vinaalvin647,vinaalvin647,7586827398084136200,azarine_retinol,reply,2025-12-23T02:27:02+00:00,"Dulu pake mantan krim abal2 ci ternyata ada kandungan steroidnya lepas dari itu kena dermatitis.. trus ganti pake skincare paketan BPOM sembuh tpi jerawat on off trus...
lalu sekarang pake resep dari cici.. ampul pink-minimalis dan sooting krim...tpi kalo di pakein bedak tabur susah nempelnya🤣",False,False,True,False,False,False,False,False,Dulu pake mantan krim abal2 ci ternyata ada kandungan steroidnya lepas dari itu kena dermatitis.. trus ganti pake skincare paketan BPOM sembuh tpi jerawat on off trus... lalu sekarang pake resep dari cici.. ampul pink-minimalis dan sooting krim...tpi kalo di pakein bedak tabur susah nempelnya🤣,dulu pake mantan krim abal2 ci ternyata ada kandungan steroidnya lepas dari itu kena dermatitis. trus ganti pake skincare paketan bpom sembuh tpi jerawat on off trus. lalu sekarang pake resep dari cici. ampul pink-minimalis dan sooting krim.tpi kalo di pakein bedak tabur susah nempelnya🤣
7587404469648032513,"hi ci aku pake fw hadalabo moisturizing,moist g2g brigtening,ss facetology yang oli and acne skin .. tapi muka ku masih kusam,kering kadang"" berminyak dibagian jidat dan hidung .. ini gimana ngatasinya ci ? pliss capee bgt gada yang cocok",7586827398084136200,azarine_retinol,Negative,,,V1,development,development_v1,sentiment_human_annotation_validated.csv,agreement,adjudicated,False,False,False,True,,bestieku_rp31438,bestieku_rp31438,7586827398084136200,azarine_retinol,main,2025-12-24T12:44:37+00:00,"hi ci aku pake fw hadalabo moisturizing,moist g2g brigtening,ss facetology yang oli and acne skin .. tapi muka ku masih kusam,kering kadang"" berminyak dibagian jidat dan hidung .. ini gimana ngatasinya ci ? pliss capee bgt gada yang cocok",False,True,False,False,True,True,False,True,"hi ci aku pake fw hadalabo moisturizing,moist g2g brigtening,ss facetology yang oli and acne skin .. tapi muka ku masih kusam,kering kadang"" berminyak dibagian jidat dan hidung .. ini gimana ngatasinya ci ? pliss capee bgt gada yang cocok","hi ci aku pake fw hadalabo moisturizing,moist g2g brigtening,ss facetology yang oli and acne skin . tapi muka ku masih kusam,kering kadang"" berminyak dibagian jidat dan hidung . ini gimana ngatasinya ci ? pliss capee bgt gada yang cocok"
7586981334897394439,"kakk, mau nanya, aku baru kak... aku jerawatan mendem besar dan byk kak, tipkul kombinasi, fw aku pake cetaphil kak. gimana bagusnya kak? makasii kakk ❤️",7586827398084136200,azarine_retinol,Neutral,,,V1,development,development_v1,sentiment_human_annotation_validated.csv,adjudicated_disagreement,adjudicated,False,False,False,True,,ms.edithwithflower,ms.edithwithflower,7586827398084136200,azarine_retinol,main,2025-12-23T09:22:38+00:00,"kakk, mau nanya, aku baru kak... aku jerawatan mendem besar dan byk kak, tipkul kombinasi, fw aku pake cetaphil kak. gimana bagusnya kak? makasii kakk ❤️",False,True,True,False,True,False,False,False,"kakk, mau nanya, aku baru kak... aku jerawatan mendem besar dan byk kak, tipkul kombinasi, fw aku pake cetaphil kak. gimana bagusnya kak? makasii kakk ❤️","kakk, mau nanya, aku baru kak. aku jerawatan mendem besar dan byk kak, tipkul kombinasi, fw aku pake cetaphil kak. gimana bagusnya kak? makasii kakk ❤️"
7587266534801851144,"ci tolonggg klo muka kusam, warna muka ga merata, bruntusan bagusnya make apa ya ci?, sy mke fw innisfree, ampoul skin 1004 yg putih sma coklat, tone brightening caps cream skin 1004, ss skin 1004 tub biru tpi gaada perubahan, bingung bagusan mois minimalist atau illiyoon, atau ad rekomendasi ci yg bagus buat kondisi kulit trsrb apa 🥹",7586827398084136200,azarine_retinol,Negative,,,V1,development,development_v1,sentiment_human_annotation_validated.csv,agreement,adjudicated,False,False,False,True,,racun_ct5875,racun_ct5875,7586827398084136200,azarine_retinol,main,2025-12-29T01:09:52+00:00,"ci tolonggg klo muka kusam, warna muka ga merata, bruntusan bagusnya make apa ya ci?, sy mke fw innisfree, ampoul skin 1004 yg putih sma coklat, tone brightening caps cream skin 1004, ss skin 1004 tub biru tpi gaada perubahan, bingung bagusan mois minimalist atau illiyoon, atau ad rekomendasi ci yg bagus buat kondisi kulit trsrb apa 🥹",True,True,True,True,True,True,False,False,"ci tolonggg klo muka kusam, warna muka ga merata, bruntusan bagusnya make apa ya ci?, sy mke fw innisfree, ampoul skin 1004 yg putih sma coklat, tone brightening caps cream skin 1004, ss skin 1004 tub biru tpi gaada perubahan, bingung bagusan mois minimalist atau illiyoon, atau ad rekomendasi ci yg bagus buat kondisi kulit trsrb apa 🥹","ci tolonggg klo muka kusam, warna muka ga merata, bruntusan bagusnya make apa ya ci?, sy mke fw innisfree, ampoul skin 1004 yg putih sma coklat, tone brightening caps cream skin 1004, ss skin 1004 tub biru tpi gaada perubahan, bingung bagusan mois minimalist atau illiyoon, atau ad rekomendasi ci yg bagus buat kondisi kulit trsrb apa 🥹"
7587284554609050388,"ampoule pink dan minimalist b5 kalo mukamu berminyak
ampoule pink dan illiyoon kalo kering
brightening nya simpen
ada di etalase aku yaaa, nnti aku bahas produk nya di live. co tengah malam pas payday biar dapet harga ambyar ❤",7586827398084136200,azarine_retinol,Positive,,,V1,development,development_v1,sentiment_human_annotation_validated.csv,agreement,adjudicated,False,False,False,True,,skinby_sindy,skinby_sindy,7586827398084136200,azarine_retinol,reply,2025-12-24T04:59:18+00:00,"ampoule pink dan minimalist b5 kalo mukamu berminyak
ampoule pink dan illiyoon kalo kering
brightening nya simpen
ada di etalase aku yaaa, nnti aku bahas produk nya di live. co tengah malam pas payday biar dapet harga ambyar ❤",False,False,True,True,True,False,False,False,"ampoule pink dan minimalist b5 kalo mukamu berminyak ampoule pink dan illiyoon kalo kering brightening nya simpen ada di etalase aku yaaa, nnti aku bahas produk nya di live. co tengah malam pas payday biar dapet harga ambyar ❤","ampoule pink dan minimalist b5 kalo mukamu berminyak ampoule pink dan illiyoon kalo kering brightening nya simpen ada di etalase aku yaaa, nnti aku bahas produk nya di live. co tengah malam pas payday biar dapet harga ambyar ❤"
7587083754239214344,"beresin dulu sensitive nya pakai illyoon barengin sama ampoule pink juga.
pakai pagi malam setiap hari, jerawat nya totolin minimalist
co bsk pas payday ada harga ambyarrr tentunya🔥",7586827398084136200,azarine_retinol,Positive,,,V1,development,development_v1,sentiment_human_annotation_validated.csv,agreement,adjudicated,False,False,False,True,,skinby_sindy,skinby_sindy,7586827398084136200,azarine_retinol,reply,2025-12-23T16:00:04+00:00,"beresin dulu sensitive nya pakai illyoon barengin sama ampoule pink juga.
pakai pagi malam setiap hari, jerawat nya totolin minimalist
co bsk pas payday ada harga ambyarrr tentunya🔥",False,False,True,True,False,False,False,False,"beresin dulu sensitive nya pakai illyoon barengin sama ampoule pink juga. pakai pagi malam setiap hari, jerawat nya totolin minimalist co bsk pas payday ada harga ambyarrr tentunya🔥","beresin dulu sensitive nya pakai illyoon barengin sama ampoule pink juga. pakai pagi malam setiap hari, jerawat nya totolin minimalist co bsk pas payday ada harga ambyarrr tentunya🔥"
7586893070479082248,"belum nemu fw yng cocok ci, saranin fw yng cocok ke semua jenis kulit, kombinasi jerawat beruntusan",7586827398084136200,azarine_retinol,Neutral,,,V1,development,development_v1,sentiment_human_annotation_validated.csv,adjudicated_disagreement,adjudicated,False,False,False,True,,skinclub_cp7746,skinclub_cp7746,7586827398084136200,azarine_retinol,main,2025-12-23T03:40:06+00:00,"belum nemu fw yng cocok ci, saranin fw yng cocok ke semua jenis kulit, kombinasi jerawat beruntusan",False,True,False,True,False,False,False,False,"belum nemu fw yng cocok ci, saranin fw yng cocok ke semua jenis kulit, kombinasi jerawat beruntusan","belum nemu fw yng cocok ci, saranin fw yng cocok ke semua jenis kulit, kombinasi jerawat beruntusan"
7592051181234750229,"ci review ss azarine juga dong yg cicamide, soal nya aku pake itu dari dulu. bagus gk buat yg lagi basic?🥰🥰",7586827398084136200,azarine_retinol,Neutral,,,V1,development,development_v1,sentiment_human_annotation_validated.csv,agreement,adjudicated,False,False,False,True,,kulitsehat_cp3811,kulitsehat_cp3811,7586827398084136200,azarine_retinol,main,2026-01-06T01:16:29+00:00,"ci review ss azarine juga dong yg cicamide, soal nya aku pake itu dari dulu. bagus gk buat yg lagi basic?🥰🥰",False,True,True,True,True,True,False,False,"ci review ss azarine juga dong yg cicamide, soal nya aku pake itu dari dulu. bagus gk buat yg lagi basic?🥰🥰","ci review ss azarine juga dong yg cicamide, soal nya aku pake itu dari dulu. bagus gk buat yg lagi basic?🥰🥰"
7586989507682779924,"Cici aku udah ngikutin resep cici pori”ku udah mengecil kulitku juga lebih lembab, tapi masih muncul jerawat kayak kecil” di daerah dagu ci , itu bagaimana ci ?",7586827398084136200,azarine_retinol,Positive,,,V1,development,development_v1,sentiment_human_annotation_validated.csv,agreement,adjudicated,False,False,False,True,,itzme.na3,itzme.na3,7586827398084136200,azarine_retinol,reply,2025-12-23T09:54:23+00:00,"Cici aku udah ngikutin resep cici pori”ku udah mengecil kulitku juga lebih lembab, tapi masih muncul jerawat kayak kecil” di daerah dagu ci , itu bagaimana ci ?",False,True,True,True,True,False,False,True,"Cici aku udah ngikutin resep cici pori”ku udah mengecil kulitku juga lebih lembab, tapi masih muncul jerawat kayak kecil” di daerah dagu ci , itu bagaimana ci ?","cici aku udah ngikutin resep cici pori”ku udah mengecil kulitku juga lebih lembab, tapi masih muncul jerawat kayak kecil” di daerah dagu ci , itu bagaimana ci ?"
7587340302005322504,"ciiii ini kondisi wajahkuuu. warna kulit tidak rata, bruntusan, jerawat kecil, close comedo, pori pori besar di area pipi dan kusam. aku pakai basic skincare aja ce, belum pernah pakai retino atau vitacid. fw himalaya, moisturizer cosrx / skin1004 yg B5, ss wardah",7586827398084136200,azarine_retinol,Neutral,,,V1,development,development_v1,sentiment_human_annotation_validated.csv,adjudicated_disagreement,adjudicated,False,False,False,True,,glowingid_rp70906,glowingid_rp70906,7586827398084136200,azarine_retinol,main,2025-12-24T08:35:36+00:00,"ciiii ini kondisi wajahkuuu. warna kulit tidak rata, bruntusan, jerawat kecil, close comedo, pori pori besar di area pipi dan kusam. aku pakai basic skincare aja ce, belum pernah pakai retino atau vitacid. fw himalaya, moisturizer cosrx / skin1004 yg B5, ss wardah",False,False,False,True,True,False,False,False,"ciiii ini kondisi wajahkuuu. warna kulit tidak rata, bruntusan, jerawat kecil, close comedo, pori pori besar di area pipi dan kusam. aku pakai basic skincare aja ce, belum pernah pakai retino atau vitacid. fw himalaya, moisturizer cosrx / skin1004 yg B5, ss wardah","ciiii ini kondisi wajahkuuu. warna kulit tidak rata, bruntusan, jerawat kecil, close comedo, pori pori besar di area pipi dan kusam. aku pakai basic skincare aja ce, belum pernah pakai retino atau vitacid. fw himalaya, moisturizer cosrx / skin1004 yg b5, ss wardah"
7587050897827775249,"ci fw hadalabo
moist soothing cream ss sk 1004 ttp biru bruntusan aku berkurang tapi muka aku kusem ci, aku antar jemput ank skolah panas panasan.
awal muka aku g kenapa knpa cmn mau ngilangin komedo doang trs fomo pke fw scora alhasil muka aku bruntusan jerawat mendem. tapi skrg udh mendingan berkat ikutin saran cici cmn kusem ci aku hrs bagaimana. cc @azarinecosmetic",7586827398084136200,azarine_retinol,Positive,,,V1,development,development_v1,sentiment_human_annotation_validated.csv,agreement,adjudicated,False,False,False,True,,skinlover_ip4018,skinlover_ip4018,7586827398084136200,azarine_retinol,main,2025-12-23T13:52:32+00:00,"ci fw hadalabo
moist soothing cream ss sk 1004 ttp biru bruntusan aku berkurang tapi muka aku kusem ci, aku antar jemput ank skolah panas panasan.
awal muka aku g kenapa knpa cmn mau ngilangin komedo doang trs fomo pke fw scora alhasil muka aku bruntusan jerawat mendem. tapi skrg udh mendingan berkat ikutin saran cici cmn kusem ci aku hrs bagaimana. cc @azarinecosmetic",True,True,False,False,True,True,False,True,"ci fw hadalabo moist soothing cream ss sk 1004 ttp biru bruntusan aku berkurang tapi muka aku kusem ci, aku antar jemput ank skolah panas panasan. awal muka aku g kenapa knpa cmn mau ngilangin komedo doang trs fomo pke fw scora alhasil muka aku bruntusan jerawat mendem. tapi skrg udh mendingan berkat ikutin saran cici cmn kusem ci aku hrs bagaimana. cc @azarinecosmetic","ci fw hadalabo moist soothing cream ss sk 1004 ttp biru bruntusan aku berkurang tapi muka aku kusem ci, aku antar jemput ank skolah panas panasan. awal muka aku g kenapa knpa cmn mau ngilangin komedo doang trs fomo pke fw scora alhasil muka aku bruntusan jerawat mendem. tapi skrg udh mendingan berkat ikutin saran cici cmn kusem ci aku hrs bagaimana. cc USERMENTION"
