model_id,comment_id,true_label,probability_negative,probability_neutral,probability_positive,predicted_label,prediction_confidence,selected_threshold,is_covered,abstained_label,correct_if_covered,comment_text_original,video_id,brand_or_video_context,is_hcc,question,emoji,negation,slang,code_mixing,very_short,mixed_sentiment,sentiment_target,complaint_scope
ensemble_top2_human_supervised_development_only,7315105902082900742,Positive,0.2229547945643188,0.446801373584033,0.3302438318516482,Neutral,0.446801373584033,0.42,True,Neutral,False,"weh bgus bngt ini, awalnya emng ragu takut bngt, coba rutin 2minggu beh klo mlm abis pke ni retinol pagi2 muka kya gapunya pori2",7312025661835578629,daviena_retinol,False,False,False,True,False,False,False,False,,
ensemble_top2_human_supervised_development_only,7315204078517830405,Negative,0.2500145849104939,0.4225181667111887,0.3274672483783173,Neutral,0.4225181667111887,0.42,True,Neutral,False,baginda rekomendasi sunscreen untuk kulit sensitif dong aku pakek sunscreen nya emina kok malah keliatan kusam yah🙂,7312025661835578629,daviena_retinol,False,False,True,False,True,False,False,False,,
ensemble_top2_human_supervised_development_only,7317156874541302533,Negative,0.1672710172934156,0.2923828993967865,0.5403460833097979,Positive,0.5403460833097979,0.42,True,Positive,False,"aku nyoba pagi vit c ,malam nya b3 bright serum, kenapa wajah jadi super kering ya? sampai setelah pake moist aja masih terasa tetep kering",7306081689422351622,The Originote,True,True,False,False,True,True,False,False,Product / Brand,safety_concern
ensemble_top2_human_supervised_development_only,7317297651186598661,Positive,0.481255396246741,0.1745456150550047,0.3441989886982543,Negative,0.481255396246741,0.42,True,Negative,False,Dulu aku jg awal bagus trus beruntusan terus malah makin bersih soalnya cm bruntus ga berbekas kecuali parah ya,7314309007341063429,The Originote,False,False,False,True,True,False,False,False,Product / Brand,product_effect
ensemble_top2_human_supervised_development_only,7317885504392151814,Negative,0.228212410188509,0.5991315178726273,0.1726560719388636,Neutral,0.5991315178726273,0.42,True,Neutral,False,ga bisa aku mh ka mlh mkin berkembang biak tu jerawat 😭,7314309007341063429,The Originote,False,False,True,True,True,False,False,False,Product / Brand,product_effect
ensemble_top2_human_supervised_development_only,7318715657784050438,Neutral,0.6347755990090287,0.1793915125737629,0.1858328884172083,Negative,0.6347755990090287,0.42,True,Negative,False,"Oh gitu ya ka, sebelum pake ini biasanya urutannya apa aja kaaa? Soalnya aku pernah juga dulu awal muncul jerawat kecil pake retinol (tapi bukan ini) pas aku sadari ternyata pas aku pake toner ada…",7313744314927041797,Daviena,False,True,True,True,True,False,False,True,Usage question,usage_confusion
ensemble_top2_human_supervised_development_only,7320190520797938438,Negative,0.2849712592790893,0.5422670880369533,0.1727616526839573,Neutral,0.5422670880369533,0.42,True,Neutral,False,"bisa jdi kita gak cocok sma kandungan vit.c,sedih bngt sih😭",7314309007341063429,The Originote,False,True,True,True,True,False,False,False,Product / Brand,product_effect
ensemble_top2_human_supervised_development_only,7322418149794071301,Negative,0.1923315583136925,0.307423515581548,0.5002449261047593,Positive,0.5002449261047593,0.42,True,Positive,False,"kalo moisturizer nya pake apa kak? rekomen dong, aku pake moist skingame daily kok finish masih ngerasa lengket",7237379067773766917,azarine_retinol,False,True,False,False,True,False,False,False,,
ensemble_top2_human_supervised_development_only,7322890236819456773,Negative,0.2648432637672724,0.5437827411501777,0.1913739950825499,Neutral,0.5437827411501777,0.42,True,Neutral,False,suka iri sm yang cocok pakek niacinemade atau vit C soalnya diaku bikin jerawatan trus kusam😭 cocok banget buat #skincareroutine dan juga #skincaretips penting banget,7270117302614478086,Azarine,True,True,True,True,True,False,False,False,Product / Brand,product_effect
ensemble_top2_human_supervised_development_only,7325669549071106822,Negative,0.2117976280205227,0.6322326392972912,0.1559697326821859,Neutral,0.6322326392972912,0.42,True,Neutral,False,"pgn bgtt nyoba biar Bks jrwtt kemerahan hilang,tpi apa daya buat harga pelajar mehong bgtt😭",7312025661835578629,Daviena,False,True,True,True,False,False,False,False,Price / Purchase,price_value
ensemble_top2_human_supervised_development_only,7330586327135748870,Positive,0.3001165117161118,0.5587830549231754,0.1411004333607128,Neutral,0.5587830549231754,0.42,True,Neutral,False,Anytime💕,7237379067773766917,azarine_retinol,False,False,True,False,False,False,True,False,,
ensemble_top2_human_supervised_development_only,7330626840119673605,Neutral,0.1233684227758265,0.4354010622631332,0.4412305149610403,Positive,0.4412305149610403,0.42,True,Positive,False,bikin purging ga yaa.. slama ini pake retinol azarine soalnyaa😳 #davienaretinol bagus banget dan juga #skincaretips penting banget,7312025661835578629,Daviena,False,False,True,True,True,False,False,False,Usage question,safety_concern
ensemble_top2_human_supervised_development_only,7333985166328873746,Negative,0.1962823316766162,0.608770367307605,0.1949473010157787,Neutral,0.608770367307605,0.42,True,Neutral,False,gimana kondisinya kak? soalnya aku baru pake 2-4 hari ni muncul 2 jerawat aneh di pipi 😭 takutnya breakout bukan purging,7258280563352587526,The Originote,False,True,True,True,True,False,False,False,Product / Brand,product_effect
ensemble_top2_human_supervised_development_only,7336930083172811525,Negative,0.3411136643214589,0.5751578423930825,0.0837284932854585,Neutral,0.5751578423930825,0.42,True,Neutral,False,"gimana buat kaum cewek yang belum bisa beli karena Mahal , apalagi anak kost mau glow ajs mikir bisa buat makan 2 minggu ituu🥺🥺",7312025661835578629,daviena_retinol,False,True,True,True,False,False,False,False,,
ensemble_top2_human_supervised_development_only,7340957919175099141,Negative,0.2116841204114842,0.5022465946908502,0.2860692848976656,Neutral,0.5022465946908502,0.42,True,Neutral,False,kalau saranku sih jangan dulu mba.sy pernah coba2 lagir jerawatan atau bruntusan trus pake retinol. hasilnya bener2 memperparah 🥲🥺,7340938843190725893,Daviena,False,False,True,True,True,False,False,False,Product / Brand,product_effect
ensemble_top2_human_supervised_development_only,7341041442758378246,Positive,0.3773091948242812,0.4233623416333233,0.1993284635423954,Neutral,0.4233623416333233,0.42,True,Neutral,False,"org org lain pake retinol itu bisa mukanya berglowing parah, yaa make ny ga cuman satu kek nya mereka juga nyetok bnyk bgt makanya mukanya bisa seglowing ituuu",7340938843190725893,Daviena,False,False,False,True,True,False,False,False,Product / Brand,product_effect
ensemble_top2_human_supervised_development_only,7341904075972297478,Neutral,0.2719242172948207,0.2943233608978997,0.4337524218072795,Positive,0.4337524218072795,0.42,True,Positive,False,aku juga gk pengen yg glowing2 gitu cuma pengen kulit mukaku sehat j😂,7340938843190725893,daviena_retinol,False,False,True,True,True,False,False,True,,
ensemble_top2_human_supervised_development_only,7344726387139085061,Neutral,0.234629562956097,0.3403450994715615,0.4250253375723414,Positive,0.4250253375723414,0.42,True,Positive,False,"untuk hasil glowing dan gak glowing itu tergantung kulit masing2 karena tiap orang kulit beda2,mau skincare apapun ada yang putihnya glowing ada yang hanya putih aja ya",7340938843190725893,daviena_retinol,False,True,False,True,True,False,False,False,,
ensemble_top2_human_supervised_development_only,7349751900659516166,Neutral,0.5324376158818316,0.3628016537622405,0.1047607303559281,Negative,0.5324376158818316,0.42,True,Negative,False,"Kalian ini kenapa si ngincar kulit glowing , itu gada coy yg ada glowing itu karna tambahan produk / kulit ny sedikit berminyak",7340938843190725893,Daviena,False,True,False,False,True,False,False,False,General discussion,not_applicable
ensemble_top2_human_supervised_development_only,7349800291263841029,Neutral,0.4341273455379097,0.3477167400460569,0.2181559144160333,Negative,0.4341273455379097,0.42,True,Negative,False,ada yang mau pl pake glowseries aku gaaaa? baru 3x pakee,7340938843190725893,daviena_retinol,True,True,False,False,True,False,False,False,,
ensemble_top2_human_supervised_development_only,7357685823293670150,Neutral,0.4486101252398852,0.1426038529215212,0.4087860218385936,Negative,0.4486101252398852,0.42,True,Negative,False,"Guys aku baru beli gold series,facemist,retinol sama hb dosting nya.gue uda 2 hari cobain.nanti klw memng bagus kaya di vt” yg lain make pada putih.gue balik lagi. @dr.okypratamaa_kedua bener ga dok?",7340938843190725893,Daviena,False,True,True,True,True,False,False,False,Product / Brand,not_applicable
ensemble_top2_human_supervised_development_only,7357919904164758277,Neutral,0.5979328893464808,0.3607736814466357,0.0412934292068835,Negative,0.5979328893464808,0.42,True,Negative,False,berarti varian skincare nih gak harus 1 merk ya.. bisa mana yg cocok di kita gitu.. tp tkt coba2..,7357662447248968966,daviena_retinol,False,True,False,True,True,False,False,False,,
ensemble_top2_human_supervised_development_only,7357923330228126469,Negative,0.3477820167858318,0.2017057726949642,0.450512210519204,Positive,0.450512210519204,0.42,True,Positive,False,"d'alba emng bagus bgt apalagi pas bangun tdur,,tp muka ku lg breakout jd stop dlu, Pernh aku lanjut mlh tmbh breakout ny .nnti klo smbuh di pke lg😊",7357662447248968966,Daviena,False,True,True,False,True,False,False,False,Product / Brand,safety_concern
ensemble_top2_human_supervised_development_only,7357966465549173510,Negative,0.2900178543221763,0.4556567621122029,0.2543253835656207,Neutral,0.4556567621122029,0.42,True,Neutral,False,pengen glowing tpi saya miskin😭,7357662447248968966,daviena_retinol,False,False,True,False,False,False,False,False,,
ensemble_top2_human_supervised_development_only,7357970691813344006,Neutral,0.6232962929266511,0.2543163402953643,0.1223873667779845,Negative,0.6232962929266511,0.42,True,Negative,False,mau beli bukan mikir harga tp mikir takut ga cocok🥺,7357662447248968966,Daviena,False,True,True,True,True,False,False,False,Price / Purchase,product_effect
ensemble_top2_human_supervised_development_only,7358669395169297157,Neutral,0.4476986573897677,0.4397743773841992,0.112526965226033,Negative,0.4476986573897677,0.42,True,Negative,False,kdang klo ngliat yg kek gini jdi pgen iktan nyoba tpi ngeri bkanx mlus malah gradkan prah soalx kulit sangat² sensian 😭😭😭😭,7357662447248968966,daviena_retinol,False,False,True,False,True,False,False,False,,
ensemble_top2_human_supervised_development_only,7359220281518424850,Neutral,0.5001797645018121,0.2739660809795478,0.2258541545186401,Negative,0.5001797645018121,0.42,True,Negative,False,Jum beli @maira,7357662447248968966,daviena_retinol,False,False,False,False,False,False,True,False,,
ensemble_top2_human_supervised_development_only,7362048332192088838,Positive,0.7424517439411946,0.0978562460678307,0.1596920099909747,Negative,0.7424517439411946,0.42,True,Negative,False,"beda beda tiap orang kak, di aku cocok cocok aja, skrng dah abis aku blm beli lagi, tp ga muncul jerawat, apa karna udh kebal kulitku 😂",7340938843190725893,daviena_retinol,False,True,True,True,True,False,False,False,,
ensemble_top2_human_supervised_development_only,7362759977041675013,Neutral,0.1674504220463013,0.3966249234611571,0.4359246544925416,Positive,0.4359246544925416,0.42,True,Positive,False,pliss klu wajah lagi breakout parah jangan sekali pun pakai retinol (apapun itu merknya) tapi klu udh reda tinggal kemerahan dan bekas jerawat aja gass aja pake retinoll..,7340938843190725893,Daviena,False,True,False,True,False,False,False,True,Usage question,usage_confusion
ensemble_top2_human_supervised_development_only,7366126355194430214,Positive,0.5836570491297421,0.2111091902678099,0.2052337606024479,Negative,0.5836570491297421,0.42,True,Negative,False,"Masa dorskin gak masuk nih, padahal worth it😁",7357662447248968966,daviena_retinol,False,False,True,True,True,False,False,False,,
ensemble_top2_human_supervised_development_only,7366216602360857349,Positive,0.1571069252361081,0.6863763017678753,0.1565167729960165,Neutral,0.6863763017678753,0.42,True,Neutral,False,kebetulan LG cr retinol yg bagus..eh viti KK ini muncul maaciw y KK semoga cocok d aku🙏😭,7357662447248968966,daviena_retinol,False,True,True,True,True,False,False,False,,
ensemble_top2_human_supervised_development_only,7366220212520420101,Negative,0.2528095119747503,0.5437342032749302,0.2034562847503194,Neutral,0.5437342032749302,0.42,True,Neutral,False,idih,7340938843190725893,daviena_retinol,True,False,False,False,False,False,True,False,,
ensemble_top2_human_supervised_development_only,7377600918801433349,Neutral,0.4663874164547567,0.3780720367523529,0.1555405467928904,Negative,0.4663874164547567,0.42,True,Negative,False,"bingung vitamin c nya originot apa G2G riview jujur dong vitamin c ginot solnya ada yg bilang bagus,ada yg bilang bikin jerawat😫 aku lagi butuh tapi yg harga pelajar gtu,tipkul aku oily #skincaretips berguna bgt",7314309007341063429,The Originote,False,True,True,True,True,False,False,True,Usage question,usage_confusion
ensemble_top2_human_supervised_development_only,7378353049834537734,Negative,0.2134139776263427,0.6057384091559889,0.1808476132176684,Neutral,0.6057384091559889,0.42,True,Neutral,False,moist nya dri merek apa ya kak.. nyobain originot ga cocok mlh jrwatab,7376604456818920709,daviena_retinol,False,True,False,True,True,False,False,False,,
ensemble_top2_human_supervised_development_only,7378522242004763398,Neutral,0.4232785705360978,0.1544977994525467,0.4222236300113555,Negative,0.4232785705360978,0.42,True,Negative,False,gaes aku GK pake jeda dlu loh pas gnti daviena .. bikin purging dn breakout gk yaa😳,7378347819268082950,daviena_retinol,False,False,True,False,True,False,False,False,,
ensemble_top2_human_supervised_development_only,7378571864202871558,Positive,0.4301902077481185,0.17764496087131,0.3921648313805714,Negative,0.4301902077481185,0.42,True,Negative,False,moisnya bebas kak aku pakek mois daviena bagus banget kulitku sensitif banget jadi kalau gak cocok sama skincare langsung jerawatan tapi pas aku pakek in mois mukaku gak kusam lembab juga,7376604456818920709,Daviena,False,True,False,True,True,False,False,True,Product / Brand,product_effect
ensemble_top2_human_supervised_development_only,7382654512458777350,Negative,0.2729974707663788,0.682174382200169,0.044828147033452,Neutral,0.682174382200169,0.42,True,Neutral,False,"ada yang mau gantiin retinol ku ga? baru dipakai beberapa kali, ngrasaa ga cocok aja",7284446766534102277,daviena_retinol,False,True,False,True,True,False,False,False,,
ensemble_top2_human_supervised_development_only,7390363726446117638,Neutral,0.4694371991378794,0.3809915590380081,0.1495712418241125,Negative,0.4694371991378794,0.42,True,Negative,False,"Untuk skin barier rusak cocok kh ka🥺 jerawat aku on off terus gatell, ada beks jerawat merah😭",7314309007341063429,The Originote,True,True,True,False,True,True,False,False,Usage question,safety_concern
ensemble_top2_human_supervised_development_only,7397304738260632325,Positive,0.1690272450175413,0.5830580314003615,0.2479147235820971,Neutral,0.5830580314003615,0.42,True,Neutral,False,Serumnyaa cobain yg hydramax water bank serum (warna biru) itu hydrating & skin barrier bagus 🥰 dan moist nya jg bisa pake warna biruu buat lembapin hihi sunscreen jg warna biru yg barrier cica 🥰,7397028146429709573,Azarine,False,False,True,False,True,True,False,False,Promotion / CTA,product_effect
ensemble_top2_human_supervised_development_only,7397989494555443974,Negative,0.3939663343910129,0.4724495888236945,0.1335840767852926,Neutral,0.4724495888236945,0.42,True,Neutral,False,"sama kaa aku jga ga ngefek apa2 mana aku pemula katanya serum ya aman, tapi lewat 3 bulan hanya jerawatan aja ga ada efek apa2😭",7397028146429709573,azarine_retinol,False,True,True,True,True,True,False,True,,
ensemble_top2_human_supervised_development_only,7399732216680743686,Neutral,0.2583778630993171,0.3214129843313353,0.4202091525693475,Positive,0.4202091525693475,0.42,True,Positive,False,sabaran teh pangaosna cc @dr.okypratamaa_kedua,7385065641595653382,maryame_niacinamide,True,False,False,False,False,False,False,False,,
ensemble_top2_human_supervised_development_only,7403878684140012293,Neutral,0.4381073101774537,0.1104964130314862,0.4513962767910601,Positive,0.4513962767910601,0.42,True,Positive,False,aku juga mau alnya aku punya flek,7385065641595653382,maryame_niacinamide,False,False,False,True,True,False,False,False,,
ensemble_top2_human_supervised_development_only,7416656627098501893,Neutral,0.4548385216278253,0.3186336170345772,0.2265278613375974,Negative,0.4548385216278253,0.42,True,Negative,False,"Skrng usia ku 43 tahun,,gunta ganti skincare mlah flek mkin bandel🥺🤦‍♀️kdang nyerah dehh mungkin udh faktor U juga😂",7385065641595653382,maryame_niacinamide,False,False,True,False,False,False,False,False,,
ensemble_top2_human_supervised_development_only,7416899065499222789,Negative,0.2379234359701098,0.729023002020837,0.0330535620090531,Neutral,0.729023002020837,0.42,True,Neutral,False,kak? kulit km setebel apa sampe gada yg cocok sm semua retinol?😭,7397028146429709573,azarine_retinol,False,True,True,False,True,False,False,False,,
ensemble_top2_human_supervised_development_only,7417439479576855302,Negative,0.2100578503264157,0.6460198240886645,0.1439223255849196,Neutral,0.6460198240886645,0.42,True,Neutral,False,actosome retinol 1% cuman 0.03% retinol pure....dosting?pliiss gw juga apotekerrr😭😭😭,7389110955214490886,daviena_retinol,False,True,True,True,True,False,False,False,,
ensemble_top2_human_supervised_development_only,7419324239080342278,Positive,0.1996347196378399,0.549204486324803,0.2511607940373571,Neutral,0.549204486324803,0.42,True,Neutral,False,justru kalo pemakaian rutin dan sabar nanti flek flek hitam pudar ko kak 🫶🏻 mau #kulitcerah pakai ini wajib di #skincareroutine harian,7418514646698642693,maryame_niacinamide,True,False,True,False,True,False,False,False,,
ensemble_top2_human_supervised_development_only,7420444077306430226,Negative,0.2545715493987308,0.157946367756682,0.5874820828445873,Positive,0.5874820828445873,0.42,True,Positive,False,"dah pakai ngga ada hasil kak,dah ganti ke skincare neuvora,alhamdulillah dah seminggu langsung da hasil, hargany lbh murah tp dah bpom",7389110955214490886,daviena_retinol,False,False,False,True,True,False,False,False,,
ensemble_top2_human_supervised_development_only,7420752243659916038,Negative,0.2578103946366549,0.6039093860997872,0.1382802192635578,Neutral,0.6039093860997872,0.42,True,Neutral,False,"mau pl serum vit c,d aku kurang cocok🥺 ada yg mau ? 25k aja,(beli d official oyen)",7235406683676167430,The Originote,False,True,True,False,True,True,False,False,Product / Brand,product_effect
ensemble_top2_human_supervised_development_only,7421174883278078726,Neutral,0.4863218760394124,0.0953550174602669,0.4183231065003206,Negative,0.4863218760394124,0.42,True,Negative,False,owner-nya sendiri sdh ngomong kalo Hasil lab nya memang dia salah maka sebaiknya sementara hentikan penggunaan yg sdh ada sampai tunggu yg baru demi kebaikan dan keamanan masa depan 🙏,7421104723333483782,davina_skincare,False,True,True,False,True,False,False,False,,
ensemble_top2_human_supervised_development_only,7421194569964421893,Negative,0.3004198114517696,0.2002739590466303,0.4993062295016,Positive,0.4993062295016,0.42,True,Positive,False,ga pernah tergiur sama daviena,7421104723333483782,davina_skincare,False,False,False,True,True,False,False,False,,
ensemble_top2_human_supervised_development_only,7421196918393193221,Negative,0.3407208941435462,0.526423178469431,0.1328559273870228,Neutral,0.526423178469431,0.42,True,Neutral,False,"Aku iklas uangku habis buat retinol sm Hb 7x yg overclaim, semoga berkah buat ku & dilancarkan rezeki ku",7421104723333483782,davina_skincare,False,True,False,True,True,False,False,False,,
ensemble_top2_human_supervised_development_only,7421250789711364871,Positive,0.6213332667911668,0.0964276483621108,0.2822390848467223,Negative,0.6213332667911668,0.42,True,Negative,False,"Walau kita blm punya kesempatan pakai skincare TikTok, tapi kontroversialnya msk di page kt 🤭😊. Nah baru ini cantik paras, cantik juga tutur kata! Lebih baik terlambat, kan daripada tidak melakukan sama sekali 👍👍👍👍. Perbuatan mulai seseorang adalah tidak pernah blaming (menyalahkan) sapa pun walau pun apa yg terjadi itu bukan kesalahan kita sendiri! Kadang mata dan telinga kıta tertutup karena rasa “EGO” Pepatah mengatakan; “Musuh yg bisa menghancur kan kehidupan kita adalah diri “KITA SENDIRI!” Bagi khalayak kaum hawa di luar sana, jadilah kustomer yg smart, cerdik, dan biasakan baca spek produk yg mo kita beli! Jgn tergiur dgn hasıl yg kita lihat di layar, pertimbangkan ttg filter, AI, dan technique marketing seller! Peace 🫶",7421104723333483782,davina_skincare,False,True,True,True,True,False,False,True,,
ensemble_top2_human_supervised_development_only,7421331441617076998,Negative,0.2607198264213867,0.5654433688539555,0.1738368047246579,Neutral,0.5654433688539555,0.42,True,Neutral,False,gombal😂,7421104723333483782,davina_skincare,False,False,True,False,False,False,True,False,,
ensemble_top2_human_supervised_development_only,7421338299190477573,Negative,0.2053551641723212,0.4289468769538133,0.3656979588738653,Neutral,0.4289468769538133,0.42,True,Neutral,False,selalu pakai kak..y itu awalnya bgs bgt 1 paket trs otw ke 3 baru kelihatan di hidung flek hitam,7421104723333483782,davina_skincare,False,False,False,False,True,False,False,False,,
ensemble_top2_human_supervised_development_only,7421340991631868677,Negative,0.3577399587198605,0.508065562013445,0.1341944792666944,Neutral,0.508065562013445,0.42,True,Neutral,False,usaha yg merugikan orang banyak ga akan berkah... usaha jangka panjang itu harus dimulai dg kejujuran dan amanah!!,7421104723333483782,davina_skincare,False,True,False,True,True,False,False,False,,
