seed,fold,row_index,comment_id,final_human_label,text_cluster_id,exact_duplicate_group_id,near_duplicate_cluster_id,cv_group_id
42,1,68,7250806324341310213,Negative,EXACT_TEXT_d3a58642643d1c17,EXACT_TEXT_d3a58642643d1c17,,exact_duplicate_group_id:EXACT_TEXT_d3a58642643d1c17
42,1,71,7252149555487179525,Neutral,EXACT_TEXT_eec668b8dc037637,EXACT_TEXT_eec668b8dc037637,,exact_duplicate_group_id:EXACT_TEXT_eec668b8dc037637
42,1,73,7261518032432972549,Neutral,EXACT_TEXT_649598749c9db03d,EXACT_TEXT_649598749c9db03d,,exact_duplicate_group_id:EXACT_TEXT_649598749c9db03d
42,1,74,7263057602950693637,Neutral,EXACT_TEXT_9676a62641cf811a,EXACT_TEXT_9676a62641cf811a,,exact_duplicate_group_id:EXACT_TEXT_9676a62641cf811a
42,1,86,7311310042953794310,Neutral,EXACT_TEXT_3d76db92c278066d,EXACT_TEXT_3d76db92c278066d,,exact_duplicate_group_id:EXACT_TEXT_3d76db92c278066d
42,1,91,7312052744050082566,Positive,EXACT_TEXT_f33231d75dbf30ee,EXACT_TEXT_f33231d75dbf30ee,,exact_duplicate_group_id:EXACT_TEXT_f33231d75dbf30ee
42,1,92,7312063390166713093,Neutral,EXACT_TEXT_c7719a2b1d04a780,EXACT_TEXT_c7719a2b1d04a780,,exact_duplicate_group_id:EXACT_TEXT_c7719a2b1d04a780
42,1,108,7315204078517830405,Negative,EXACT_TEXT_a27490396df011c9,EXACT_TEXT_a27490396df011c9,,exact_duplicate_group_id:EXACT_TEXT_a27490396df011c9
42,1,109,7315403715216048902,Neutral,EXACT_TEXT_200eaee482e63b84,EXACT_TEXT_200eaee482e63b84,,exact_duplicate_group_id:EXACT_TEXT_200eaee482e63b84
42,1,110,7317156874541302533,Negative,EXACT_TEXT_eb79faa3cd8906f7,EXACT_TEXT_eb79faa3cd8906f7,,exact_duplicate_group_id:EXACT_TEXT_eb79faa3cd8906f7
42,1,120,7320114192966533894,Neutral,EXACT_TEXT_e46b38687cf83612,EXACT_TEXT_e46b38687cf83612,,exact_duplicate_group_id:EXACT_TEXT_e46b38687cf83612
42,1,126,7320194971344012038,Positive,EXACT_TEXT_9221036cd338f356,EXACT_TEXT_9221036cd338f356,,exact_duplicate_group_id:EXACT_TEXT_9221036cd338f356
42,1,128,7320427899285668613,Negative,EXACT_TEXT_7b56cbc2beac6243,EXACT_TEXT_7b56cbc2beac6243,,exact_duplicate_group_id:EXACT_TEXT_7b56cbc2beac6243
42,1,133,7322964875817304838,Neutral,EXACT_TEXT_c1fc6c6e3af8fa57,EXACT_TEXT_c1fc6c6e3af8fa57,,exact_duplicate_group_id:EXACT_TEXT_c1fc6c6e3af8fa57
42,1,136,7325174818910487302,Neutral,EXACT_TEXT_5aa4657571ac7ccd,EXACT_TEXT_5aa4657571ac7ccd,,exact_duplicate_group_id:EXACT_TEXT_5aa4657571ac7ccd
42,1,137,7325669549071106822,Negative,EXACT_TEXT_df881a49a04646a8,EXACT_TEXT_df881a49a04646a8,,exact_duplicate_group_id:EXACT_TEXT_df881a49a04646a8
42,1,138,7327069054786601733,Neutral,EXACT_TEXT_a9b6997549f4f051,EXACT_TEXT_a9b6997549f4f051,,exact_duplicate_group_id:EXACT_TEXT_a9b6997549f4f051
42,1,144,7330277470593417989,Neutral,EXACT_TEXT_c5bf3a89f66ce11e,EXACT_TEXT_c5bf3a89f66ce11e,,exact_duplicate_group_id:EXACT_TEXT_c5bf3a89f66ce11e
42,1,147,7331025407977095941,Neutral,EXACT_TEXT_b3dc53aea39e4a97,EXACT_TEXT_b3dc53aea39e4a97,,exact_duplicate_group_id:EXACT_TEXT_b3dc53aea39e4a97
42,1,157,7340244606807933702,Neutral,EXACT_TEXT_ce6707ff8d58fa8f,EXACT_TEXT_ce6707ff8d58fa8f,,exact_duplicate_group_id:EXACT_TEXT_ce6707ff8d58fa8f
42,1,162,7341253134432649990,Neutral,EXACT_TEXT_64519a9c274fdafc,EXACT_TEXT_64519a9c274fdafc,,exact_duplicate_group_id:EXACT_TEXT_64519a9c274fdafc
42,1,170,7346105465593709317,Negative,EXACT_TEXT_d0a16e07d9e3bac9,EXACT_TEXT_d0a16e07d9e3bac9,,exact_duplicate_group_id:EXACT_TEXT_d0a16e07d9e3bac9
42,1,173,7350419864765629190,Neutral,EXACT_TEXT_3832e5939c0d6b7d,EXACT_TEXT_3832e5939c0d6b7d,,exact_duplicate_group_id:EXACT_TEXT_3832e5939c0d6b7d
42,1,179,7357754286313407237,Neutral,EXACT_TEXT_1902a5aa33434593,EXACT_TEXT_1902a5aa33434593,,exact_duplicate_group_id:EXACT_TEXT_1902a5aa33434593
42,1,183,7357802776812454661,Negative,EXACT_TEXT_d9944e2c168e1dd7,EXACT_TEXT_d9944e2c168e1dd7,,exact_duplicate_group_id:EXACT_TEXT_d9944e2c168e1dd7
42,1,184,7357879938664235782,Neutral,EXACT_TEXT_e777df0216e65237,EXACT_TEXT_e777df0216e65237,,exact_duplicate_group_id:EXACT_TEXT_e777df0216e65237
42,1,187,7357913341787423493,Neutral,EXACT_TEXT_7efa29a6de40c7ec,EXACT_TEXT_7efa29a6de40c7ec,,exact_duplicate_group_id:EXACT_TEXT_7efa29a6de40c7ec
42,1,188,7357919904164758277,Neutral,EXACT_TEXT_5993ebb16a0d1d7c,EXACT_TEXT_5993ebb16a0d1d7c,,exact_duplicate_group_id:EXACT_TEXT_5993ebb16a0d1d7c
42,1,191,7357966465549173510,Negative,EXACT_TEXT_cafd76d10ff883cd,EXACT_TEXT_cafd76d10ff883cd,,exact_duplicate_group_id:EXACT_TEXT_cafd76d10ff883cd
42,1,196,7358009959529267973,Negative,EXACT_TEXT_a38dec7ad1378200,EXACT_TEXT_a38dec7ad1378200,,exact_duplicate_group_id:EXACT_TEXT_a38dec7ad1378200
42,1,210,7358669395169297157,Neutral,EXACT_TEXT_361856efc29cedd0,EXACT_TEXT_361856efc29cedd0,,exact_duplicate_group_id:EXACT_TEXT_361856efc29cedd0
42,1,212,7358751640498995973,Neutral,EXACT_TEXT_f951917cabf8e133,EXACT_TEXT_f951917cabf8e133,,exact_duplicate_group_id:EXACT_TEXT_f951917cabf8e133
42,1,221,7360194937886130949,Neutral,EXACT_TEXT_35d78c0283d1200c,EXACT_TEXT_35d78c0283d1200c,,exact_duplicate_group_id:EXACT_TEXT_35d78c0283d1200c
42,1,224,7360292609473200902,Neutral,EXACT_TEXT_30faa5ba5c98e2be,EXACT_TEXT_30faa5ba5c98e2be,,exact_duplicate_group_id:EXACT_TEXT_30faa5ba5c98e2be
42,1,229,7363436657960289029,Neutral,EXACT_TEXT_a56d40147310106a,EXACT_TEXT_a56d40147310106a,,exact_duplicate_group_id:EXACT_TEXT_a56d40147310106a
42,1,231,7365480615469056773,Neutral,EXACT_TEXT_71d1be2a55091c4c,EXACT_TEXT_71d1be2a55091c4c,,exact_duplicate_group_id:EXACT_TEXT_71d1be2a55091c4c
42,1,233,7366126355194430214,Positive,EXACT_TEXT_d747db0b9a23cfa4,EXACT_TEXT_d747db0b9a23cfa4,,exact_duplicate_group_id:EXACT_TEXT_d747db0b9a23cfa4
42,1,245,7377300086337323781,Neutral,EXACT_TEXT_245fb6984e291cd6,EXACT_TEXT_245fb6984e291cd6,,exact_duplicate_group_id:EXACT_TEXT_245fb6984e291cd6
42,1,254,7381871600696279813,Neutral,EXACT_TEXT_9c140cd62d761e54,EXACT_TEXT_9c140cd62d761e54,,exact_duplicate_group_id:EXACT_TEXT_9c140cd62d761e54
42,1,255,7382537171343885062,Neutral,EXACT_TEXT_24e76f494e879828,EXACT_TEXT_24e76f494e879828,,exact_duplicate_group_id:EXACT_TEXT_24e76f494e879828
42,1,260,7385230242791375622,Neutral,EXACT_TEXT_04ca391cc1223aff,EXACT_TEXT_04ca391cc1223aff,,exact_duplicate_group_id:EXACT_TEXT_04ca391cc1223aff
42,1,266,7386198819039806213,Positive,EXACT_TEXT_49fed3c2d37f9378,EXACT_TEXT_49fed3c2d37f9378,,exact_duplicate_group_id:EXACT_TEXT_49fed3c2d37f9378
42,1,269,7388483085107643141,Neutral,EXACT_TEXT_36814aa5390c6e01,EXACT_TEXT_36814aa5390c6e01,SIM_CLUSTER_00134,near_duplicate_cluster_id:SIM_CLUSTER_00134
42,1,297,7403878684140012293,Neutral,EXACT_TEXT_162abaee909bccb6,EXACT_TEXT_162abaee909bccb6,,exact_duplicate_group_id:EXACT_TEXT_162abaee909bccb6
42,1,300,7408507744985334534,Neutral,EXACT_TEXT_dd052f078ec6ba2d,EXACT_TEXT_dd052f078ec6ba2d,,exact_duplicate_group_id:EXACT_TEXT_dd052f078ec6ba2d
42,1,309,7416656627098501893,Neutral,EXACT_TEXT_53f7fdb00b70ff56,EXACT_TEXT_53f7fdb00b70ff56,,exact_duplicate_group_id:EXACT_TEXT_53f7fdb00b70ff56
42,1,312,7418101137297425157,Neutral,EXACT_TEXT_9ec25e5b41661613,EXACT_TEXT_9ec25e5b41661613,,exact_duplicate_group_id:EXACT_TEXT_9ec25e5b41661613
42,1,322,7421446158713684742,Negative,EXACT_TEXT_39cd51dbc7962f7a,EXACT_TEXT_39cd51dbc7962f7a,,exact_duplicate_group_id:EXACT_TEXT_39cd51dbc7962f7a
42,1,323,7421581974575416069,Negative,EXACT_TEXT_3aff8413ac8a7f7d,EXACT_TEXT_3aff8413ac8a7f7d,,exact_duplicate_group_id:EXACT_TEXT_3aff8413ac8a7f7d
42,1,325,7421772799935775508,Neutral,EXACT_TEXT_969eacbbf8bc05e4,EXACT_TEXT_969eacbbf8bc05e4,,exact_duplicate_group_id:EXACT_TEXT_969eacbbf8bc05e4
42,1,328,7422129577525461765,Negative,EXACT_TEXT_8583c946e3e473e7,EXACT_TEXT_8583c946e3e473e7,,exact_duplicate_group_id:EXACT_TEXT_8583c946e3e473e7
42,1,332,7422556449698464518,Negative,EXACT_TEXT_8f635e83bb74eee3,EXACT_TEXT_8f635e83bb74eee3,,exact_duplicate_group_id:EXACT_TEXT_8f635e83bb74eee3
42,1,335,7422647379780535045,Positive,EXACT_TEXT_e1581a7781641bc7,EXACT_TEXT_e1581a7781641bc7,,exact_duplicate_group_id:EXACT_TEXT_e1581a7781641bc7
42,1,342,7424761377402028806,Neutral,EXACT_TEXT_de6f586ad41d26e2,EXACT_TEXT_de6f586ad41d26e2,,exact_duplicate_group_id:EXACT_TEXT_de6f586ad41d26e2
42,1,348,7425849259604230917,Neutral,EXACT_TEXT_14f9f14e2131fcfe,EXACT_TEXT_14f9f14e2131fcfe,SIM_CLUSTER_00792,near_duplicate_cluster_id:SIM_CLUSTER_00792
42,1,349,7425965376921518854,Negative,EXACT_TEXT_606d25416417981a,EXACT_TEXT_606d25416417981a,,exact_duplicate_group_id:EXACT_TEXT_606d25416417981a
42,1,352,7428525688141906695,Negative,EXACT_TEXT_c72dff03ec4ba5ec,EXACT_TEXT_c72dff03ec4ba5ec,,exact_duplicate_group_id:EXACT_TEXT_c72dff03ec4ba5ec
42,1,357,7428889060893377285,Neutral,EXACT_TEXT_afd63fa533b8014a,EXACT_TEXT_afd63fa533b8014a,,exact_duplicate_group_id:EXACT_TEXT_afd63fa533b8014a
42,1,359,7429343019331863314,Neutral,EXACT_TEXT_94385e82a172d8ba,EXACT_TEXT_94385e82a172d8ba,,exact_duplicate_group_id:EXACT_TEXT_94385e82a172d8ba
42,1,360,7429590710049407762,Negative,EXACT_TEXT_aa0936d33ebbad88,EXACT_TEXT_aa0936d33ebbad88,,exact_duplicate_group_id:EXACT_TEXT_aa0936d33ebbad88
42,1,369,7430768733067723525,Negative,EXACT_TEXT_271e803d8811d73b,EXACT_TEXT_271e803d8811d73b,,exact_duplicate_group_id:EXACT_TEXT_271e803d8811d73b
42,1,372,7432153965032211216,Negative,EXACT_TEXT_a332f3a00b90c5e0,EXACT_TEXT_a332f3a00b90c5e0,,exact_duplicate_group_id:EXACT_TEXT_a332f3a00b90c5e0
42,1,380,7434041557042496262,Negative,EXACT_TEXT_513a41b9b51671d8,EXACT_TEXT_513a41b9b51671d8,,exact_duplicate_group_id:EXACT_TEXT_513a41b9b51671d8
42,1,381,7434043879738868498,Neutral,EXACT_TEXT_9fb36095f8fb3fb3,EXACT_TEXT_9fb36095f8fb3fb3,,exact_duplicate_group_id:EXACT_TEXT_9fb36095f8fb3fb3
42,1,389,7443643986155143944,Negative,EXACT_TEXT_83aa911190dc0221,EXACT_TEXT_83aa911190dc0221,,exact_duplicate_group_id:EXACT_TEXT_83aa911190dc0221
42,1,397,7452171435227611911,Positive,EXACT_TEXT_3a6ce147f2ee2112,EXACT_TEXT_3a6ce147f2ee2112,,exact_duplicate_group_id:EXACT_TEXT_3a6ce147f2ee2112
42,1,399,7454813376210289426,Negative,EXACT_TEXT_54783b0893335a2c,EXACT_TEXT_54783b0893335a2c,,exact_duplicate_group_id:EXACT_TEXT_54783b0893335a2c
42,1,400,7455510146481193745,Positive,EXACT_TEXT_ef7cae09bf08aa8c,EXACT_TEXT_ef7cae09bf08aa8c,,exact_duplicate_group_id:EXACT_TEXT_ef7cae09bf08aa8c
42,1,407,7458235264864649989,Neutral,EXACT_TEXT_b5be502f516f68e9,EXACT_TEXT_b5be502f516f68e9,,exact_duplicate_group_id:EXACT_TEXT_b5be502f516f68e9
42,1,409,7459210143533335302,Neutral,EXACT_TEXT_0bf67c6b65afee6f,EXACT_TEXT_0bf67c6b65afee6f,,exact_duplicate_group_id:EXACT_TEXT_0bf67c6b65afee6f
42,1,412,7460928148445070085,Positive,EXACT_TEXT_7fca55279132c89a,EXACT_TEXT_7fca55279132c89a,,exact_duplicate_group_id:EXACT_TEXT_7fca55279132c89a
42,1,415,7463272302371062545,Negative,EXACT_TEXT_d3385614dba8aade,EXACT_TEXT_d3385614dba8aade,,exact_duplicate_group_id:EXACT_TEXT_d3385614dba8aade
42,1,421,7470679442122146565,Positive,EXACT_TEXT_44e05a48c95a2d49,EXACT_TEXT_44e05a48c95a2d49,,exact_duplicate_group_id:EXACT_TEXT_44e05a48c95a2d49
42,1,425,7474106197714092808,Neutral,EXACT_TEXT_9825dfb137021291,EXACT_TEXT_9825dfb137021291,,exact_duplicate_group_id:EXACT_TEXT_9825dfb137021291
42,1,428,7476232595589169936,Neutral,EXACT_TEXT_c9fa083521ceabad,EXACT_TEXT_c9fa083521ceabad,,exact_duplicate_group_id:EXACT_TEXT_c9fa083521ceabad
42,1,436,7492613044883981074,Neutral,EXACT_TEXT_3201ea28d6de11c8,EXACT_TEXT_3201ea28d6de11c8,,exact_duplicate_group_id:EXACT_TEXT_3201ea28d6de11c8
42,1,439,7499000663357408001,Neutral,EXACT_TEXT_077063d6a4f2070b,EXACT_TEXT_077063d6a4f2070b,,exact_duplicate_group_id:EXACT_TEXT_077063d6a4f2070b
42,1,441,7499938333100081928,Neutral,EXACT_TEXT_a463d0edea7cd352,EXACT_TEXT_a463d0edea7cd352,,exact_duplicate_group_id:EXACT_TEXT_a463d0edea7cd352
42,1,443,7506085705480831762,Neutral,EXACT_TEXT_32990659ab4b88c4,EXACT_TEXT_32990659ab4b88c4,,exact_duplicate_group_id:EXACT_TEXT_32990659ab4b88c4
42,1,461,7544171519753962258,Negative,EXACT_TEXT_8a800124440eadb9,EXACT_TEXT_8a800124440eadb9,,exact_duplicate_group_id:EXACT_TEXT_8a800124440eadb9
42,1,477,7585865148133802770,Negative,EXACT_TEXT_39b02d537b69c170,EXACT_TEXT_39b02d537b69c170,,exact_duplicate_group_id:EXACT_TEXT_39b02d537b69c170
42,1,480,7586898483333546760,Neutral,EXACT_TEXT_12af4ae6af72ae41,EXACT_TEXT_12af4ae6af72ae41,,exact_duplicate_group_id:EXACT_TEXT_12af4ae6af72ae41
42,1,485,7586964246555542289,Neutral,EXACT_TEXT_442e5d46f34211d3,EXACT_TEXT_442e5d46f34211d3,,exact_duplicate_group_id:EXACT_TEXT_442e5d46f34211d3
42,1,491,7587018714543080200,Positive,EXACT_TEXT_3b651a60c0e2b274,EXACT_TEXT_3b651a60c0e2b274,,exact_duplicate_group_id:EXACT_TEXT_3b651a60c0e2b274
42,1,499,7587284554609050388,Positive,EXACT_TEXT_8f70ec3784af7f85,EXACT_TEXT_8f70ec3784af7f85,,exact_duplicate_group_id:EXACT_TEXT_8f70ec3784af7f85
42,1,505,7589273851784659733,Positive,EXACT_TEXT_b868d72913b98235,EXACT_TEXT_b868d72913b98235,,exact_duplicate_group_id:EXACT_TEXT_b868d72913b98235
42,1,510,7596243696472048405,Positive,EXACT_TEXT_65e6b2cff508764c,EXACT_TEXT_65e6b2cff508764c,,exact_duplicate_group_id:EXACT_TEXT_65e6b2cff508764c
42,1,514,7596248705314472711,Neutral,EXACT_TEXT_ffddb342d973e5e9,EXACT_TEXT_ffddb342d973e5e9,,exact_duplicate_group_id:EXACT_TEXT_ffddb342d973e5e9
42,1,526,7596527205745754888,Negative,EXACT_TEXT_f9082839232f82d8,EXACT_TEXT_f9082839232f82d8,,exact_duplicate_group_id:EXACT_TEXT_f9082839232f82d8
42,1,527,7596532525352600338,Neutral,EXACT_TEXT_d1dfb450c91a3cbc,EXACT_TEXT_d1dfb450c91a3cbc,,exact_duplicate_group_id:EXACT_TEXT_d1dfb450c91a3cbc
42,1,546,7123077294612939547,Neutral,EXACT_TEXT_294ecc92ebb13db4,EXACT_TEXT_294ecc92ebb13db4,,exact_duplicate_group_id:EXACT_TEXT_294ecc92ebb13db4
42,1,549,7125724357326275355,Neutral,EXACT_TEXT_9d2ce0068707e654,EXACT_TEXT_9d2ce0068707e654,,exact_duplicate_group_id:EXACT_TEXT_9d2ce0068707e654
42,1,552,7131253657362547483,Negative,EXACT_TEXT_0fa1f325f6bbed9c,EXACT_TEXT_0fa1f325f6bbed9c,,exact_duplicate_group_id:EXACT_TEXT_0fa1f325f6bbed9c
42,1,554,7132820620518343451,Neutral,EXACT_TEXT_5575ee60ada973e7,EXACT_TEXT_5575ee60ada973e7,,exact_duplicate_group_id:EXACT_TEXT_5575ee60ada973e7
42,1,558,7137582208910689050,Negative,EXACT_TEXT_01a1819953434a3b,EXACT_TEXT_01a1819953434a3b,,exact_duplicate_group_id:EXACT_TEXT_01a1819953434a3b
42,1,563,7152890364817359642,Positive,EXACT_TEXT_bc7bab95f14659eb,EXACT_TEXT_bc7bab95f14659eb,,exact_duplicate_group_id:EXACT_TEXT_bc7bab95f14659eb
42,1,564,7155674478416102145,Neutral,EXACT_GROUP_00382,EXACT_GROUP_00382,SIM_CLUSTER_00533,near_duplicate_cluster_id:SIM_CLUSTER_00533
42,1,565,7155674697555559169,Neutral,EXACT_GROUP_00382,EXACT_GROUP_00382,SIM_CLUSTER_00533,near_duplicate_cluster_id:SIM_CLUSTER_00533
42,1,571,7170602805774107394,Positive,EXACT_TEXT_ba5f21148c4ad11e,EXACT_TEXT_ba5f21148c4ad11e,SIM_CLUSTER_00779,near_duplicate_cluster_id:SIM_CLUSTER_00779
42,1,572,7170669584126214914,Positive,EXACT_TEXT_ec56c5f812a6966c,EXACT_TEXT_ec56c5f812a6966c,SIM_CLUSTER_00779,near_duplicate_cluster_id:SIM_CLUSTER_00779
42,1,578,7182756401256809242,Positive,EXACT_TEXT_884b81764fe9245c,EXACT_TEXT_884b81764fe9245c,,exact_duplicate_group_id:EXACT_TEXT_884b81764fe9245c
42,1,591,7196630301941302043,Neutral,EXACT_TEXT_c3cdd6737a40a690,EXACT_TEXT_c3cdd6737a40a690,,exact_duplicate_group_id:EXACT_TEXT_c3cdd6737a40a690
42,1,592,7197368725996307226,Neutral,EXACT_TEXT_15c912c1243dd394,EXACT_TEXT_15c912c1243dd394,,exact_duplicate_group_id:EXACT_TEXT_15c912c1243dd394
42,1,595,7202226054491570971,Neutral,EXACT_TEXT_0a78877d547be1fe,EXACT_TEXT_0a78877d547be1fe,,exact_duplicate_group_id:EXACT_TEXT_0a78877d547be1fe
42,1,596,7202255841041416987,Positive,EXACT_TEXT_07c87085bc4e8a4f,EXACT_TEXT_07c87085bc4e8a4f,,exact_duplicate_group_id:EXACT_TEXT_07c87085bc4e8a4f
42,1,604,7206282040353981211,Neutral,EXACT_TEXT_872065b4e28e70bd,EXACT_TEXT_872065b4e28e70bd,,exact_duplicate_group_id:EXACT_TEXT_872065b4e28e70bd
42,1,609,7207765782809477915,Neutral,EXACT_TEXT_b18d3439b7cbce91,EXACT_TEXT_b18d3439b7cbce91,,exact_duplicate_group_id:EXACT_TEXT_b18d3439b7cbce91
42,1,615,7209828726221456154,Neutral,EXACT_TEXT_b9023b46b190696c,EXACT_TEXT_b9023b46b190696c,,exact_duplicate_group_id:EXACT_TEXT_b9023b46b190696c
42,1,616,7209935747952329498,Positive,EXACT_TEXT_3ff6545517f1e5df,EXACT_TEXT_3ff6545517f1e5df,,exact_duplicate_group_id:EXACT_TEXT_3ff6545517f1e5df
42,1,624,7212104371218301722,Positive,EXACT_TEXT_67700a2a1d1aa6c2,EXACT_TEXT_67700a2a1d1aa6c2,SIM_CLUSTER_00143,near_duplicate_cluster_id:SIM_CLUSTER_00143
42,1,634,7217696824290984730,Neutral,EXACT_GROUP_00207,EXACT_GROUP_00207,SIM_CLUSTER_00027,near_duplicate_cluster_id:SIM_CLUSTER_00027
42,1,637,7218456166198919962,Positive,EXACT_TEXT_adaeaf3df6b9f449,EXACT_TEXT_adaeaf3df6b9f449,,exact_duplicate_group_id:EXACT_TEXT_adaeaf3df6b9f449
42,1,640,7222370603801412357,Neutral,EXACT_GROUP_00207,EXACT_GROUP_00207,SIM_CLUSTER_00027,near_duplicate_cluster_id:SIM_CLUSTER_00027
42,1,651,7225649359907177243,Positive,EXACT_TEXT_3fec55dce520b775,EXACT_TEXT_3fec55dce520b775,SIM_CLUSTER_00101,near_duplicate_cluster_id:SIM_CLUSTER_00101
42,1,652,7225751739176731419,Neutral,EXACT_TEXT_b7cba77ea06593ba,EXACT_TEXT_b7cba77ea06593ba,,exact_duplicate_group_id:EXACT_TEXT_b7cba77ea06593ba
42,1,656,7225913076820984603,Neutral,EXACT_GROUP_00207,EXACT_GROUP_00207,SIM_CLUSTER_00027,near_duplicate_cluster_id:SIM_CLUSTER_00027
42,1,661,7226012461362774811,Positive,EXACT_TEXT_5904475c5784c5c2,EXACT_TEXT_5904475c5784c5c2,,exact_duplicate_group_id:EXACT_TEXT_5904475c5784c5c2
42,1,668,7226503359384601370,Neutral,EXACT_TEXT_81c1b25e10af075f,EXACT_TEXT_81c1b25e10af075f,,exact_duplicate_group_id:EXACT_TEXT_81c1b25e10af075f
42,1,669,7226538527395414811,Neutral,EXACT_TEXT_240a9d776d14282f,EXACT_TEXT_240a9d776d14282f,,exact_duplicate_group_id:EXACT_TEXT_240a9d776d14282f
42,1,672,7226643837351363355,Positive,EXACT_TEXT_38bdc8195934c862,EXACT_TEXT_38bdc8195934c862,SIM_CLUSTER_00847,near_duplicate_cluster_id:SIM_CLUSTER_00847
42,1,678,7227250880809026331,Positive,EXACT_TEXT_7f709fd13b4eb01c,EXACT_TEXT_7f709fd13b4eb01c,,exact_duplicate_group_id:EXACT_TEXT_7f709fd13b4eb01c
42,1,679,7227764032244744986,Neutral,EXACT_TEXT_d663d6d0baa0c360,EXACT_TEXT_d663d6d0baa0c360,,exact_duplicate_group_id:EXACT_TEXT_d663d6d0baa0c360
42,1,680,7227773481806709530,Neutral,EXACT_GROUP_00207,EXACT_GROUP_00207,SIM_CLUSTER_00027,near_duplicate_cluster_id:SIM_CLUSTER_00027
42,1,681,7227869254963086107,Neutral,EXACT_TEXT_d1c63bf57327b23e,EXACT_TEXT_d1c63bf57327b23e,SIM_CLUSTER_00411,near_duplicate_cluster_id:SIM_CLUSTER_00411
42,1,686,7231508780238865179,Positive,EXACT_TEXT_5d609c9129f2acee,EXACT_TEXT_5d609c9129f2acee,,exact_duplicate_group_id:EXACT_TEXT_5d609c9129f2acee
42,1,687,7232490243634594566,Neutral,EXACT_TEXT_bb0528a860363ebb,EXACT_TEXT_bb0528a860363ebb,,exact_duplicate_group_id:EXACT_TEXT_bb0528a860363ebb
42,1,690,7233730400786236165,Positive,EXACT_TEXT_1075dca66fd39210,EXACT_TEXT_1075dca66fd39210,,exact_duplicate_group_id:EXACT_TEXT_1075dca66fd39210
42,1,691,7234004139235361563,Neutral,EXACT_GROUP_00207,EXACT_GROUP_00207,SIM_CLUSTER_00027,near_duplicate_cluster_id:SIM_CLUSTER_00027
42,1,694,7234861092190618374,Positive,EXACT_TEXT_1020a62b2d1b20d0,EXACT_TEXT_1020a62b2d1b20d0,,exact_duplicate_group_id:EXACT_TEXT_1020a62b2d1b20d0
