sample_set,comment_id,comment_text_original,video_id,product_category,is_hcc,hcc_id,brand_label_auto,sampling_stratum,sample_probability,sample_weight,heuristic_label_pass1,heuristic_reason_pass1,heuristic_label_pass2,heuristic_reason_pass2,heuristic_reference_label,heuristic_reference_reason,ambiguity_flags,manual_label,comment_text_model_minimal_raw,comment_text_model_social_normalized,baseline_label,baseline_confidence,emoji_only,question,negation,slang,code_mixing,very_short,potential_sarcasm,mixed_sentiment,domain_term,annotator_1_label,annotator_1_notes,annotator_2_label,annotator_2_notes,adjudicated_human_label,adjudication_notes,reference_label,reference_label_source
development,7205784602542899995,"the originote bagus juga nggak buat ngeredain jerawat dan beruntusan kayak yang punya pratista. plis bantu jawab, mau beli masih maju mundur soalnya",7185096421220158747,azarine_retinol,True,17,Mixed_3plus_Brands,human_validated|development,1.0,1.0,Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,"Orientasi positif sedikit lebih kuat, tetapi margin rendah.",Positive,Pass 1 dan pass 2 konsisten.,low_margin;mixed_sentiment;question;slang,,"the originote bagus juga nggak buat ngeredain jerawat dan beruntusan kayak yang punya pratista. plis bantu jawab, mau beli masih maju mundur soalnya","the originote bagus juga nggak buat ngeredain jerawat dan beruntusan kayak yang punya pratista. plis bantu jawab, mau beli masih maju mundur soalnya",Positive,0.5,False,True,True,True,False,False,False,True,True,Neutral,Pernyataan singkat bersifat informatif/partisipatif tanpa polaritas yang cukup jelas.,Neutral,Pernyataan singkat bersifat informatif/partisipatif tanpa polaritas yang cukup jelas.,Neutral,Kedua anotator sepakat. Pernyataan singkat bersifat informatif/partisipatif tanpa polaritas yang cukup jelas.,Neutral,human_adjudicated_label
development,7204597576296121114,yang cocok buat milia yang mana ka?,7185096421220158747,azarine_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,"Orientasi positif sedikit lebih kuat, tetapi margin rendah.",Positive,Pass 1 dan pass 2 konsisten.,low_margin;question;slang,,yang cocok buat milia yang mana ka?,yang cocok buat milia yang mana ka?,Positive,0.5,False,True,False,True,False,False,False,False,True,Neutral,"Berisi pertanyaan tentang kecocokan, keamanan, fungsi, atau kondisi kulit tanpa menyatakan kepuasan/ketidakpuasan yang tegas.",Neutral,"Berisi pertanyaan tentang kecocokan, keamanan, fungsi, atau kondisi kulit tanpa menyatakan kepuasan/ketidakpuasan yang tegas.",Neutral,"Kedua anotator sepakat. Berisi pertanyaan tentang kecocokan, keamanan, fungsi, atau kondisi kulit tanpa menyatakan kepuasan/ketidakpuasan yang tegas.",Neutral,human_adjudicated_label
development,7397989494555443974,"sama kaa aku jga ga ngefek apa2 mana aku pemula katanya serum ya aman, tapi lewat 3 bulan hanya jerawatan aja ga ada efek apa2😭",7397028146429709573,azarine_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,"Orientasi negatif sedikit lebih kuat, tetapi margin rendah.",Negative,Pass 1 dan pass 2 konsisten.,low_margin;mixed_sentiment;potential_sarcasm;question;slang,,"sama kaa aku jga ga ngefek apa2 mana aku pemula katanya serum ya aman, tapi lewat 3 bulan hanya jerawatan aja ga ada efek apa2😭","sama kaa aku jga ga ngefek apa2 mana aku pemula katanya serum ya aman, tapi lewat 3 bulan hanya jerawatan aja ga ada efek apa2😭",Negative,0.5,False,True,True,True,False,False,True,True,True,Negative,Melaporkan reaksi kulit atau efek yang tidak diinginkan setelah/pada penggunaan produk.,Negative,Melaporkan reaksi kulit atau efek yang tidak diinginkan setelah/pada penggunaan produk.,Negative,Kedua anotator sepakat. Melaporkan reaksi kulit atau efek yang tidak diinginkan setelah/pada penggunaan produk.,Negative,human_adjudicated_label
development,7414920277508850438,"aku pake ini ngaruh kok kak, pagi2 nya auto glowing. trs jerawat aku lgsg keri gtu loh",7397028146429709573,azarine_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Uncertain,Sinyal positif dan negatif saling bertentangan atau margin terlalu rendah.,Uncertain,Sinyal positif dan negatif saling bertentangan atau margin terlalu rendah.,Uncertain,Pass 1 dan pass 2 konsisten.,code_mixing;mixed_or_low_margin;mixed_sentiment;potential_sarcasm;slang,,"aku pake ini ngaruh kok kak, pagi2 nya auto glowing. trs jerawat aku lgsg keri gtu loh","aku pake ini ngaruh kok kak, pagi2 nya auto glowing. trs jerawat aku lgsg keri gtu loh",Unknown,0.0,False,False,True,True,True,False,True,True,True,Positive,"Melaporkan hasil pemakaian yang menguntungkan, seperti kulit lebih cerah, halus, bersih, atau membaik.",Positive,"Melaporkan hasil pemakaian yang menguntungkan, seperti kulit lebih cerah, halus, bersih, atau membaik.",Positive,"Kedua anotator sepakat. Melaporkan hasil pemakaian yang menguntungkan, seperti kulit lebih cerah, halus, bersih, atau membaik.",Positive,human_adjudicated_label
development,7416899065499222789,kak? kulit km setebel apa sampe gada yg cocok sm semua retinol?😭,7397028146429709573,azarine_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Uncertain,Sinyal positif dan negatif saling bertentangan atau margin terlalu rendah.,Uncertain,Sinyal positif dan negatif saling bertentangan atau margin terlalu rendah.,Uncertain,Pass 1 dan pass 2 konsisten.,mixed_or_low_margin;question;slang,,kak? kulit km setebel apa sampe gada yg cocok sm semua retinol?😭,kak? kulit km setebel apa sampe gada yg cocok sm semua retinol?😭,Unknown,0.0,False,True,True,True,False,False,False,False,True,Negative,"Nada keseluruhan menunjukkan ketidakpuasan, penolakan, kekhawatiran, atau kritik yang dominan.",Negative,"Nada keseluruhan menunjukkan ketidakpuasan, penolakan, kekhawatiran, atau kritik yang dominan.",Negative,"Kedua anotator sepakat. Nada keseluruhan menunjukkan ketidakpuasan, penolakan, kekhawatiran, atau kritik yang dominan.",Negative,human_adjudicated_label
development,5025269195720175928,"akhirnya nemu azarine retinol yang cocok, gak bikin breakout sama sekali",7397028146429709573,azarine_retinol,True,204,Azarine,human_validated|development,1.0,1.0,Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,Pass 1 dan pass 2 konsisten.,code_mixing;mixed_sentiment;slang,,"akhirnya nemu azarine retinol yang cocok, gak bikin breakout sama sekali","akhirnya nemu azarine retinol yang cocok, gak bikin breakout sama sekali",Positive,0.5,False,False,True,True,True,False,False,True,True,Positive,Menyatakan pengalaman cocok/aman dan tidak mengalami iritasi atau breakout.,Positive,Menyatakan pengalaman cocok/aman dan tidak mengalami iritasi atau breakout.,Positive,Kedua anotator sepakat. Menyatakan pengalaman cocok/aman dan tidak mengalami iritasi atau breakout.,Positive,human_adjudicated_label
development,7455926382796620564,Ini bisa dipke dibadan ga? aku punya tp ga cocok dimuka😌,7397028146429709573,azarine_retinol,True,54,Azarine,human_validated|development,1.0,1.0,Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,Pass 1 dan pass 2 konsisten.,mixed_sentiment;question;slang,,Ini bisa dipke dibadan ga? aku punya tp ga cocok dimuka😌,Ini bisa dipke dibadan ga? aku punya tp ga cocok dimuka😌,Negative,0.5,False,True,True,True,False,False,False,True,True,Negative,Menyatakan ketidakcocokan atau penolakan terhadap produk secara eksplisit.,Negative,Menyatakan ketidakcocokan atau penolakan terhadap produk secara eksplisit.,Negative,Kedua anotator sepakat. Menyatakan ketidakcocokan atau penolakan terhadap produk secara eksplisit.,Negative,human_adjudicated_label
development,1078358560377612835,"worth it bgt beli azarine retinol, harga segitu hasilnya lumayan puas",7397028146429709573,azarine_retinol,True,204,Azarine,human_validated|development,1.0,1.0,Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,Pass 1 dan pass 2 konsisten.,question;slang,,"worth it bgt beli azarine retinol, harga segitu hasilnya lumayan puas","worth it bgt beli azarine retinol, harga segitu hasilnya lumayan puas",Positive,0.5,False,True,True,True,False,False,False,False,True,Positive,"Berisi pujian atau rekomendasi eksplisit terhadap produk, hasil, atau konten yang dibahas.",Positive,"Berisi pujian atau rekomendasi eksplisit terhadap produk, hasil, atau konten yang dibahas.",Positive,"Kedua anotator sepakat. Berisi pujian atau rekomendasi eksplisit terhadap produk, hasil, atau konten yang dibahas.",Positive,human_adjudicated_label
development,7392860246442312453,"aku pake retinol terus ku layer sama niacinamide, paginya nampol banget mukaku glowing buersih 😭😭belum pernah secocok ini sama skincare ❤️❤️",7327630114282573061,azarine_retinol,True,3,Mixed_2_Brands,human_validated|development,1.0,1.0,Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,Pass 1 dan pass 2 konsisten.,code_mixing;slang,,"aku pake retinol terus ku layer sama niacinamide, paginya nampol banget mukaku glowing buersih 😭😭belum pernah secocok ini sama skincare ❤️❤️","aku pake retinol terus ku layer sama niacinamide, paginya nampol banget mukaku glowing buersih 😭😭belum pernah secocok ini sama skincare ❤️❤️",Positive,0.5,False,False,True,True,True,False,False,False,True,Positive,"Melaporkan hasil pemakaian yang menguntungkan, seperti kulit lebih cerah, halus, bersih, atau membaik.",Positive,"Melaporkan hasil pemakaian yang menguntungkan, seperti kulit lebih cerah, halus, bersih, atau membaik.",Positive,"Kedua anotator sepakat. Melaporkan hasil pemakaian yang menguntungkan, seperti kulit lebih cerah, halus, bersih, atau membaik.",Positive,human_adjudicated_label
development,7393935094467707654,"𝗄𝖺𝖺,𝗄𝗅𝗈 𝖿𝗐 𝗆𝖾𝗇𝗀𝖺𝗇𝖽𝗎𝗇𝗀 𝗏𝗂𝗍.𝖼 𝗄𝖺𝗇 𝖽𝗂𝖻𝗂𝗅𝖺𝗌?? 𝗀𝗉𝗉 𝗀𝗄 𝗌𝗁 𝗁𝖻𝗌 𝗍𝗎 𝗉𝗄𝖾 𝗋𝖾𝗍𝗂𝗇𝗈𝗅?𝖺𝗍𝖺𝗎 𝗍𝗍𝗉 𝗀𝗄 𝖻𝗅𝗁?",7327630114282573061,azarine_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Uncertain,Emoji/simbol tanpa valensi yang cukup jelas.,Uncertain,Emoji/simbol tanpa valensi yang cukup jelas.,Uncertain,Pass 1 dan pass 2 konsisten.,emoji_only,,"𝗄𝖺𝖺,𝗄𝗅𝗈 𝖿𝗐 𝗆𝖾𝗇𝗀𝖺𝗇𝖽𝗎𝗇𝗀 𝗏𝗂𝗍.𝖼 𝗄𝖺𝗇 𝖽𝗂𝖻𝗂𝗅𝖺𝗌?? 𝗀𝗉𝗉 𝗀𝗄 𝗌𝗁 𝗁𝖻𝗌 𝗍𝗎 𝗉𝗄𝖾 𝗋𝖾𝗍𝗂𝗇𝗈𝗅?𝖺𝗍𝖺𝗎 𝗍𝗍𝗉 𝗀𝗄 𝖻𝗅𝗁?","𝗄𝖺𝖺,𝗄𝗅𝗈 𝖿𝗐 𝗆𝖾𝗇𝗀𝖺𝗇𝖽𝗎𝗇𝗀 𝗏𝗂𝗍.𝖼 𝗄𝖺𝗇 𝖽𝗂𝖻𝗂𝗅𝖺𝗌?? 𝗀𝗉𝗉 𝗀𝗄 𝗌𝗁 𝗁𝖻𝗌 𝗍𝗎 𝗉𝗄𝖾 𝗋𝖾𝗍𝗂𝗇𝗈𝗅?𝖺𝗍𝖺𝗎 𝗍𝗍𝗉 𝗀𝗄 𝖻𝗅𝗁?",Unknown,0.0,True,True,False,False,False,False,False,False,False,Neutral,"Berisi pertanyaan tentang kecocokan, keamanan, fungsi, atau kondisi kulit tanpa menyatakan kepuasan/ketidakpuasan yang tegas.",Neutral,"Berisi pertanyaan tentang kecocokan, keamanan, fungsi, atau kondisi kulit tanpa menyatakan kepuasan/ketidakpuasan yang tegas.",Neutral,"Kedua anotator sepakat. Berisi pertanyaan tentang kecocokan, keamanan, fungsi, atau kondisi kulit tanpa menyatakan kepuasan/ketidakpuasan yang tegas.",Neutral,human_adjudicated_label
development,7348653217889452805,pakai retinol itu wajib ditimpa moizkah kk? pagi wajib pakai suncrince nya bebas yg spf BRP baiknya? supaya flek bener2 memudar? pakai retinol muka dlm keadaan kering/ basah?,7327630114282573061,azarine_retinol,True,54,Azarine,human_validated|development,1.0,1.0,Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,"Orientasi negatif sedikit lebih kuat, tetapi margin rendah.",Negative,Pass 1 dan pass 2 konsisten.,low_margin;question;slang,,pakai retinol itu wajib ditimpa moizkah kk? pagi wajib pakai suncrince nya bebas yg spf BRP baiknya? supaya flek bener2 memudar? pakai retinol muka dlm keadaan kering/ basah?,pakai retinol itu wajib ditimpa moizkah kk? pagi wajib pakai suncrince nya bebas yg spf BRP baiknya? supaya flek bener2 memudar? pakai retinol muka dlm keadaan kering/ basah?,Negative,0.5,False,True,False,True,False,False,False,False,True,Neutral,"Berisi pertanyaan atau informasi transaksi (harga, pembelian, stok, atau penjualan) tanpa evaluasi sentimen yang tegas.",Neutral,"Berisi pertanyaan atau informasi transaksi (harga, pembelian, stok, atau penjualan) tanpa evaluasi sentimen yang tegas.",Neutral,"Kedua anotator sepakat. Berisi pertanyaan atau informasi transaksi (harga, pembelian, stok, atau penjualan) tanpa evaluasi sentimen yang tegas.",Neutral,human_adjudicated_label
development,7609304634448429844,"Boleh atau tidaknya retinol dipakai tiap malam tergantung pada kondisi kulit dan tingkat toleransi kulit kamu.
📌 Secara umum:
•	Pemula ➝ ❌ Tidak disarankan langsung tiap malam
Mulai 2–3 kali seminggu dulu.
•	Kulit sudah terbiasa (tidak iritasi) ➝ ✅ Bisa dipakai tiap malam.
•	Kulit sensitif / mudah iritasi ➝ Lebih aman 1–2 kali seminggu.",7327630114282573061,azarine_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,Pass 1 dan pass 2 konsisten.,mixed_sentiment;slang,,Boleh atau tidaknya retinol dipakai tiap malam tergantung pada kondisi kulit dan tingkat toleransi kulit kamu. 📌 Secara umum: • Pemula ➝ ❌ Tidak disarankan langsung tiap malam Mulai 2–3 kali seminggu dulu. • Kulit sudah terbiasa (tidak iritasi) ➝ ✅ Bisa dipakai tiap malam. • Kulit sensitif / mudah iritasi ➝ Lebih aman 1–2 kali seminggu.,Boleh atau tidaknya retinol dipakai tiap malam tergantung pada kondisi kulit dan tingkat toleransi kulit kamu. 📌 Secara umum: • Pemula ➝ ❌ Tidak disarankan langsung tiap malam Mulai 2–3 kali seminggu dulu. • Kulit sudah terbiasa (tidak iritasi) ➝ ✅ Bisa dipakai tiap malam. • Kulit sensitif / mudah iritasi ➝ Lebih aman 1–2 kali seminggu.,Positive,0.5,False,False,True,True,False,False,False,True,True,Neutral,"Berisi pertanyaan teknis tentang cara, urutan, frekuensi, atau kombinasi pemakaian tanpa evaluasi yang dominan.",Positive,Menyatakan pengalaman cocok/aman dan tidak mengalami iritasi atau breakout.,Neutral,"Adjudikasi menetapkan Neutral karena inti komentar berupa pertanyaan, informasi, atau saran; kata bernada positif/negatif hanya konteks dan bukan evaluasi utama. Berisi pertanyaan teknis tentang cara, urutan, frekuensi, atau kombinasi pemakaian tanpa evaluasi yang dominan.",Neutral,human_adjudicated_label
development,8406501384539641732,"akhirnya nemu azarine retinol yang cocok, gak bikin breakout sama sekali",7327630114282573061,azarine_retinol,True,204,Azarine,human_validated|development,1.0,1.0,Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,Pass 1 dan pass 2 konsisten.,code_mixing;mixed_sentiment;slang,,"akhirnya nemu azarine retinol yang cocok, gak bikin breakout sama sekali","akhirnya nemu azarine retinol yang cocok, gak bikin breakout sama sekali",Positive,0.5,False,False,True,True,True,False,False,True,True,Positive,Menyatakan pengalaman cocok/aman dan tidak mengalami iritasi atau breakout.,Positive,Menyatakan pengalaman cocok/aman dan tidak mengalami iritasi atau breakout.,Positive,Kedua anotator sepakat. Menyatakan pengalaman cocok/aman dan tidak mengalami iritasi atau breakout.,Positive,human_adjudicated_label
development,1522152682623702145,"baru coba azarine retinol kemaren, semoga cocok di kulitku yang sensitif",7327630114282573061,azarine_retinol,True,204,Azarine,human_validated|development,1.0,1.0,Uncertain,Sinyal positif dan negatif saling bertentangan atau margin terlalu rendah.,Uncertain,Sinyal positif dan negatif saling bertentangan atau margin terlalu rendah.,Uncertain,Pass 1 dan pass 2 konsisten.,mixed_or_low_margin;mixed_sentiment;slang,,"baru coba azarine retinol kemaren, semoga cocok di kulitku yang sensitif","baru coba azarine retinol kemaren, semoga cocok di kulitku yang sensitif",Unknown,0.0,False,False,True,True,False,False,False,True,True,Neutral,"Berisi pertanyaan teknis tentang cara, urutan, frekuensi, atau kombinasi pemakaian tanpa evaluasi yang dominan.",Neutral,"Berisi pertanyaan teknis tentang cara, urutan, frekuensi, atau kombinasi pemakaian tanpa evaluasi yang dominan.",Neutral,"Kedua anotator sepakat. Berisi pertanyaan teknis tentang cara, urutan, frekuensi, atau kombinasi pemakaian tanpa evaluasi yang dominan.",Neutral,human_adjudicated_label
development,7439952728133042952,"halo kak ,aku pake moist yg ijo timbul jerawat on off ,tapi jerawat nya gampang kering ,itu gimana ya kak terusin apa jangan ,pngn pake retinol jg cocok ga ya cc @azarinecosmetic",7327630114282573061,azarine_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,"Orientasi negatif sedikit lebih kuat, tetapi margin rendah.",Negative,Pass 1 dan pass 2 konsisten.,low_margin;mixed_sentiment;question;slang,,"halo kak ,aku pake moist yg ijo timbul jerawat on off ,tapi jerawat nya gampang kering ,itu gimana ya kak terusin apa jangan ,pngn pake retinol jg cocok ga ya cc @azarinecosmetic","halo kak ,aku pake moist yg ijo timbul jerawat on off ,tapi jerawat nya gampang kering ,itu gimana ya kak terusin apa jangan ,pngn pake retinol jg cocok ga ya cc @USER",Negative,0.5,False,True,True,True,False,False,False,True,True,Negative,Melaporkan reaksi kulit atau efek yang tidak diinginkan setelah/pada penggunaan produk.,Negative,Melaporkan reaksi kulit atau efek yang tidak diinginkan setelah/pada penggunaan produk.,Negative,Kedua anotator sepakat. Melaporkan reaksi kulit atau efek yang tidak diinginkan setelah/pada penggunaan produk.,Negative,human_adjudicated_label
development,7312052744050082566,aku lepas ms glow ngga jerawaten kak.. aku juga pake spot treatmentya juga.. tp alhamdulilah brhnti ngg ada jerawat🙏,7312025661835578629,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,Pass 1 dan pass 2 konsisten.,code_mixing;slang,,aku lepas ms glow ngga jerawaten kak.. aku juga pake spot treatmentya juga.. tp alhamdulilah brhnti ngg ada jerawat🙏,aku lepas ms glow ngga jerawaten kak.. aku juga pake spot treatmentya juga.. tp alhamdulilah brhnti ngg ada jerawat🙏,Positive,0.5,False,False,True,True,True,False,False,False,True,Positive,"Nada keseluruhan menunjukkan persetujuan, kepuasan, atau penilaian positif yang cukup jelas.",Positive,"Nada keseluruhan menunjukkan persetujuan, kepuasan, atau penilaian positif yang cukup jelas.",Positive,"Kedua anotator sepakat. Nada keseluruhan menunjukkan persetujuan, kepuasan, atau penilaian positif yang cukup jelas.",Positive,human_adjudicated_label
development,7336930083172811525,"gimana buat kaum cewek yang belum bisa beli karena Mahal , apalagi anak kost mau glow ajs mikir bisa buat makan 2 minggu ituu🥺🥺",7312025661835578629,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,"Orientasi negatif sedikit lebih kuat, tetapi margin rendah.",Negative,Pass 1 dan pass 2 konsisten.,code_mixing;low_margin;question;slang,,"gimana buat kaum cewek yang belum bisa beli karena Mahal , apalagi anak kost mau glow ajs mikir bisa buat makan 2 minggu ituu🥺🥺","gimana buat kaum cewek yang belum bisa beli karena Mahal , apalagi anak kost mau glow ajs mikir bisa buat makan 2 minggu ituu🥺🥺",Negative,0.5,False,True,True,True,True,False,False,False,True,Negative,Mengeluhkan harga atau keterjangkauan dengan nada tidak puas/tertekan.,Uncertain,"Makna evaluatifnya ambigu, campuran, atau memerlukan konteks tambahan untuk menentukan polaritas.",Negative,"Adjudikasi menetapkan Negative karena keluhan, efek buruk, penolakan, atau kritik menjadi fokus utama. Bentuk pertanyaan/unsur lain tidak mengubah polaritas dominan. Mengeluhkan harga atau keterjangkauan dengan nada tidak puas/tertekan.",Negative,human_adjudicated_label
development,7312079393421067013,kk Melvin aku mau pake retinol tapi aku jerawatan+ GK mampu beli cmn pake daviena acne smoga jerawat nya hilang😭,7312025661835578629,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,Pass 1 dan pass 2 konsisten.,question;slang,,kk Melvin aku mau pake retinol tapi aku jerawatan+ GK mampu beli cmn pake daviena acne smoga jerawat nya hilang😭,kk Melvin aku mau pake retinol tapi aku jerawatan+ GK mampu beli cmn pake daviena acne smoga jerawat nya hilang😭,Negative,0.5,False,True,True,True,False,False,False,False,True,Negative,Melaporkan reaksi kulit atau efek yang tidak diinginkan setelah/pada penggunaan produk.,Negative,Melaporkan reaksi kulit atau efek yang tidak diinginkan setelah/pada penggunaan produk.,Negative,Kedua anotator sepakat. Melaporkan reaksi kulit atau efek yang tidak diinginkan setelah/pada penggunaan produk.,Negative,human_adjudicated_label
development,7312616985380291334,aku baru pke retinol daviena 2x habis itu ko bruntusan kenapa ya? sebelumnya pke moist g2g baru retinol,7312025661835578629,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,"Orientasi negatif sedikit lebih kuat, tetapi margin rendah.",Negative,Pass 1 dan pass 2 konsisten.,low_margin;question;slang,,aku baru pke retinol daviena 2x habis itu ko bruntusan kenapa ya? sebelumnya pke moist g2g baru retinol,aku baru pke retinol daviena 2x habis itu ko bruntusan kenapa ya? sebelumnya pke moist g2g baru retinol,Negative,0.5,False,True,True,True,False,False,False,False,True,Negative,Melaporkan reaksi kulit atau efek yang tidak diinginkan setelah/pada penggunaan produk.,Negative,Melaporkan reaksi kulit atau efek yang tidak diinginkan setelah/pada penggunaan produk.,Negative,Kedua anotator sepakat. Melaporkan reaksi kulit atau efek yang tidak diinginkan setelah/pada penggunaan produk.,Negative,human_adjudicated_label
development,7312431204807574278,buat ngilangin bekas jerawat sama flek hitam bisa ga sih??,7312025661835578629,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,"Orientasi negatif sedikit lebih kuat, tetapi margin rendah.",Negative,Pass 1 dan pass 2 konsisten.,low_margin;question;slang,,buat ngilangin bekas jerawat sama flek hitam bisa ga sih??,buat ngilangin bekas jerawat sama flek hitam bisa ga sih??,Negative,0.5,False,True,True,True,False,False,False,False,True,Neutral,"Berisi pertanyaan tentang kecocokan, keamanan, fungsi, atau kondisi kulit tanpa menyatakan kepuasan/ketidakpuasan yang tegas.",Neutral,"Berisi pertanyaan tentang kecocokan, keamanan, fungsi, atau kondisi kulit tanpa menyatakan kepuasan/ketidakpuasan yang tegas.",Neutral,"Kedua anotator sepakat. Berisi pertanyaan tentang kecocokan, keamanan, fungsi, atau kondisi kulit tanpa menyatakan kepuasan/ketidakpuasan yang tegas.",Neutral,human_adjudicated_label
development,7312070282369745666,"aman kok,sy juga pake moist skintific baru pake retinol",7312025661835578629,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Positive,"Orientasi positif lebih dominan berdasarkan pujian, kecocokan, dukungan, atau emoji positif.",Positive,"Orientasi positif sedikit lebih kuat, tetapi margin rendah.",Positive,Pass 1 dan pass 2 konsisten.,low_margin;potential_sarcasm;slang,,"aman kok,sy juga pake moist skintific baru pake retinol","aman kok,sy juga pake moist skintific baru pake retinol",Positive,0.5,False,False,True,True,False,False,True,False,True,Positive,Menyatakan pengalaman cocok/aman dan tidak mengalami iritasi atau breakout.,Positive,Menyatakan pengalaman cocok/aman dan tidak mengalami iritasi atau breakout.,Positive,Kedua anotator sepakat. Menyatakan pengalaman cocok/aman dan tidak mengalami iritasi atau breakout.,Positive,human_adjudicated_label
development,7313678254987264774,harganya berapa,7312025661835578629,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Neutral,Pertanyaan atau permintaan informasi tanpa evaluasi produk.,Neutral,Pertanyaan atau permintaan informasi tanpa evaluasi produk.,Neutral,Pass 1 dan pass 2 konsisten.,question;slang;very_short,,harganya berapa,harganya berapa,Neutral,0.5,False,True,True,True,False,True,False,False,False,Neutral,"Berisi pertanyaan atau informasi transaksi (harga, pembelian, stok, atau penjualan) tanpa evaluasi sentimen yang tegas.",Neutral,"Berisi pertanyaan atau informasi transaksi (harga, pembelian, stok, atau penjualan) tanpa evaluasi sentimen yang tegas.",Neutral,"Kedua anotator sepakat. Berisi pertanyaan atau informasi transaksi (harga, pembelian, stok, atau penjualan) tanpa evaluasi sentimen yang tegas.",Neutral,human_adjudicated_label
development,7312260342766879493,purging ga ya?,7312025661835578629,daviena_retinol,False,Non-HCC,Non-HCC,human_validated|development,1.0,1.0,Negative,"Orientasi negatif lebih dominan berdasarkan keluhan, ketidakcocokan, efek buruk, atau evaluasi merugikan.",Negative,"Orientasi negatif sedikit lebih kuat, tetapi margin rendah.",Negative,Pass 1 dan pass 2 konsisten.,low_margin;question;slang,,purging ga ya?,purging ga ya?,Negative,0.5,False,True,True,True,False,False,False,False,True,Neutral,"Berisi pertanyaan tentang kecocokan, keamanan, fungsi, atau kondisi kulit tanpa menyatakan kepuasan/ketidakpuasan yang tegas.",Neutral,"Berisi pertanyaan tentang kecocokan, keamanan, fungsi, atau kondisi kulit tanpa menyatakan kepuasan/ketidakpuasan yang tegas.",Neutral,"Kedua anotator sepakat. Berisi pertanyaan tentang kecocokan, keamanan, fungsi, atau kondisi kulit tanpa menyatakan kepuasan/ketidakpuasan yang tegas.",Neutral,human_adjudicated_label
